sourceLang	targetLang	sourceString	targetString	stringID	URL	License	translator_id
en	ur	about how long have these symptoms been going on?	یہ علامات کتنی دیر سے جاری ہیں؟	CMU_1:1	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001
en	ur	and all chest pain should be treated this way especially with your age	اور سینے کی تمام درد کا ایسے ہی علاج ہونا چاہیے خاص طور پر آپ کی عمر میں	CMU_1:2	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001
en	ur	and along with a fever	اور بخار کے ساتھ	CMU_1:3	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001
en	ur	and also needs to be checked your cholesterol blood pressure	اور آپ کا کولیسٹرول بلڈ پریشر چیک کرنے کی بھی ضرورت ہے	CMU_1:4	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001
en	ur	and are you having a fever now?	اور کیا آپ کو اب بھی بخار ہو رہا ہے؟	CMU_1:5	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001
en	ur	and are you having any of the following symptoms with your chest pain	اور کیا آپ کو سینے میں درد کے ساتھ درج ذیل علامات بھی ہیں	CMU_1:6	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001
en	ur	and are you having a runny nose?	اور کیا آپ کی ناک بہہ رہی ہے؟	CMU_1:7	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001
en	ur	and are you having this chest pain now?	اور کیا آپ کو اب سینے میں درد ہو رہا ہے؟	CMU_1:8	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001
en	ur	and besides do you have difficulty breathing	اور اس کے علاوہ بھی آپ کو سانس لینے میں مشکل ہوتی ہے	CMU_1:9	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001
en	ur	and can you tell me what other symptoms are you having along with this?	اور کیا آپ مجھے بتا سکتے ہیں کہ اس کے ساتھ آپ کو دیگر اور کون سی علامات کا سامنا ہے؟	CMU_1:10	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001
en	ur	and does this pain move from your chest?	اور کیا یہ درد آپ کے سینے سے منتقل ہو رہا ہے؟	CMU_1:11	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001
en	ur	and drink lots of fluids	اور بہت سا پانی پئیں	CMU_1:12	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001
en	ur	and how high has your fever been	اور آپ کو کتنا زیادہ بخار ہوا ہے	CMU_1:13	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001
en	ur	and i have a cough too	اور مجھے کھانسی بھی ہے	CMU_1:14	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001
en	ur	and i have a little cold and a cough	اور مجهے ہلکا سا نزلہ اور کهانسی ہے	CMU_1:15	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001
en	ur	and i'm really having some bad chest pain today	اور آج واقعی مجھے سینے میں کچھ زیادہ ہی درد ہو رہا ہے	CMU_1:16	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001
en	ur	and is this the right time for your hay fever	اور کیا یہ آپ کی ناک میں الرجی کا صحیح وقت ہے	CMU_1:17	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001
en	ur	and it get the chest pain	اور اس سے سینے میں درد ہوتا ہے	CMU_1:18	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001
en	ur	and i think i have a little bit of a fever	مجھے لگتا ہے مجھے تھوڑا سا بخار ہے	CMU_1:19	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001
en	ur	and i want you to describe where the chest pain is	اور میں آپ کو یہ بتانا چاہتا ہوں کہ سینے میں درد کہاں ہوتا ہے	CMU_1:20	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001
en	ur	and she is sorta have the same symptoms	اور اسے ایک ہی جیسی علامات ہیں	CMU_1:21	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001
en	ur	and tell me what symptoms are you having now?	اور مجھے بتائیں کہ اب آپ کو کیا علامات ہیں؟	CMU_1:22	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001
en	ur	and they're having some fevers as well	اور انہیں کچھ بخار بھی ہو رہا ہے	CMU_1:23	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001
en	ur	and with your history of diabetes	اور آپ کی ذیباطیس کی تاریخ کے ساتھ	CMU_1:24	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001
en	ur	and you know it feels like my chest is like gonna crush	اور آپ جانتے ہیں کہ ایسا محسوس ہوتا ہے جیسے میرا سینہ کچلا جانے والا ہے	CMU_1:25	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001
en	ur	and you know people cough on me all the time	اور آپ جانتے ہیں کہ لوگ ہر وقت مجھ پر کھانستے ہیں	CMU_1:26	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001
en	ur	and you're having chest pain	اور آپ کو سینے میں درد ہو رہا ہے	CMU_1:27	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001
en	ur	and your symptoms do not go away in five days	اور آپ کی علامات پانچ دنوں میں ختم نہیں ہوتی	CMU_1:28	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001
en	ur	and you said this is a pressure in your chest	اور آپ کہہ رہے ہیں کہ آپ کو سینے پر دباؤ ہے	CMU_1:29	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001
en	ur	anyone in the family have a heart problem heart disease heart attack high cholesterol high blood pressure	گھر میں کسی کو دل کی تکلیف دل کی بیماری دل کا دورہ ہائی کولیسٹرول بلند ہائی بلڈ پریشر ہے	CMU_1:30	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ur_0001
