sourceLang	targetLang	sourceString	targetString	stringID	URL	License	translator_id
en	ms	about how long have these symptoms been going on?	kira-kira sudah berapa lamakah simptom itu berterusan?	CMU_1:1	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ms_0001
en	ms	and all chest pain should be treated this way especially with your age	dan semua sakit dada perlu dirawat dalam cara ini terutamanya pada usia anda	CMU_1:2	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ms_0001
en	ms	and along with a fever	dan berserta demam	CMU_1:3	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ms_0001
en	ms	and also needs to be checked your cholesterol blood pressure	dan yang perlu diperiksa juga ialah tekanan darah kolesterol anda	CMU_1:4	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ms_0001
en	ms	and are you having a fever now?	dan adakah anda sedang mengalami demam sekarang?	CMU_1:5	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ms_0001
en	ms	and are you having any of the following symptoms with your chest pain	dan adakah anda mengalami mana-mana simptom berikut dengan sakit dada anda	CMU_1:6	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ms_0001
en	ms	and are you having a runny nose?	dan adakah hidung anda berair?	CMU_1:7	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ms_0001
en	ms	and are you having this chest pain now?	dan adakah anda sedang mengalami sakit dada sekarang?	CMU_1:8	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ms_0001
en	ms	and besides do you have difficulty breathing	dan selain itu adakah anda mengalami kesukaran untuk bernafas	CMU_1:9	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ms_0001
en	ms	and can you tell me what other symptoms are you having along with this?	dan bolehkah anda beritahu saya simptom lain yang anda alami bersama-sama simptom ini?	CMU_1:10	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ms_0001
en	ms	and does this pain move from your chest?	dan adakah rasa sakit ini bergerak dari dada anda?	CMU_1:11	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ms_0001
en	ms	and drink lots of fluids	dan minum banyak air	CMU_1:12	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ms_0001
en	ms	and how high has your fever been	dan setinggi mana suhu demam anda	CMU_1:13	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ms_0001
en	ms	and i have a cough too	dan saya juga batuk	CMU_1:14	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ms_0001
en	ms	and i have a little cold and a cough	dan saya mengalami sedikit selesema dan batuk	CMU_1:15	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ms_0001
en	ms	and i'm really having some bad chest pain today	dan dada saya benar-benar sakit hari ini	CMU_1:16	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ms_0001
en	ms	and is this the right time for your hay fever	dan adakah ini masa yang tepat untuk demam alergi anda	CMU_1:17	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ms_0001
en	ms	and it get the chest pain	dan ia mendapat sakit dada	CMU_1:18	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ms_0001
en	ms	and i think i have a little bit of a fever	dan saya rasa saya demam sedikit	CMU_1:19	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ms_0001
en	ms	and i want you to describe where the chest pain is	dan saya ingin anda gambarkan tempat sakit dada itu	CMU_1:20	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ms_0001
en	ms	and she is sorta have the same symptoms	dan dia kelihatan seperti mengalami simptom yang sama	CMU_1:21	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ms_0001
en	ms	and tell me what symptoms are you having now?	dan beritahu saya apakah simptom yang anda alami sekarang?	CMU_1:22	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ms_0001
en	ms	and they're having some fevers as well	dan mereka juga mengalami sedikit demam	CMU_1:23	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_ms_0001
