sourceLang	targetLang	sourceString	targetString	stringID	URL	License	translator_id
en	so	about how long have these symptoms been going on?	Muddo intee dhan ayay calaamadahan socdeen?	CMU_1:1	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_so_0001
en	so	and all chest pain should be treated this way especially with your age	dhamaan feedha xanuunka waa in loo daaweeya sidan gaar ahaan da'adaada oo kale	CMU_1:2	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_so_0001
en	so	and along with a fever	Iyo la jiranka qandho	CMU_1:3	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_so_0001
en	so	and also needs to be checked your cholesterol blood pressure	sidoo kale waxaad u baahanyahay in lagaa hubiyo kolesteroolka dhiig karka	CMU_1:4	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_so_0001
en	so	and are you having a fever now?	hadda qandho miyaad leedahay?	CMU_1:5	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_so_0001
en	so	and are you having any of the following symptoms with your chest pain	miyaad leedahay mid ka mid ah calaamadaha soo socda la jiranka feedha xanuunkaaga	CMU_1:6	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_so_0001
en	so	and are you having a runny nose?	miyaad leehady diif?	CMU_1:7	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_so_0001
en	so	and are you having this chest pain now?	miyaad leedahay feedha xanuunkan hadda?	CMU_1:8	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_so_0001
en	so	and besides do you have difficulty breathing	intaa ka sokow dhib maku qabtaa neefsashada	CMU_1:9	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_so_0001
en	so	and can you tell me what other symptoms are you having along with this?	ma ii sheegi kartaa claamadaha kale ee aad leedahay la jiranka kuwan?	CMU_1:10	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_so_0001
en	so	and does this pain move from your chest?	xanuunkan miyuu u wareegay laabtaada	CMU_1:11	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_so_0001
en	so	and drink lots of fluids	cab dareere badan	CMU_1:12	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_so_0001
en	so	and how high has your fever been	siday ahayd qandhadaada	CMU_1:13	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_so_0001
en	so	and i have a cough too	waxaan leeyahay qufac sidoo kale	CMU_1:14	http://www.speech.cs.cmu.edu/haitian/text/1600_medical_domain_sentences.en	public	en_so_0001
