stringID,sourceLang,targetLang,pos,description,sourceString,targetString
1,en,tr,adjective,"In the context of coronavirus (COVID-19): transmissible by direct or indirect contact with an infected person (describes the disease or the virus, not a person).",contagious,bulaşıcı
2,en,tr,noun,In the context of coronavirus (COVID-19): known cases of people who currently have the disease.,active cases,aktif vakalar
3,en,tr,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have been confirmed via medical testing.,confirmed cases,onaylanmış vakalar
4,en,tr,proper noun,"Short for ""Centers for Disease Control and Prevention"": a US federal agency under the Department of Health and Human Services, whose main goal is to protect public health and safety through the control and prevention of disease.",CDC,CDC
5,en,tr,noun,"A formal name for the disease caused by the SARS-CoV-2 virus, responsible for the 2019/2020 global pandemic.",COVID-19,COVID-19
6,en,tr,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,COVID-19 testing center,COVID-19 test merkezi
7,en,tr,noun,"An informal name for the SARS-CoV-2 virus (also known as ""novel coronavirus""), responsible for the 2019/2020 global pandemic of COVID-19 (the disease caused by the virus). Sometimes refers to the entire category of coronaviruses, of which SARS-CoV-2 is just one example.",coronavirus,koronavirüs
8,en,tr,noun,"In the context of coronavirus (COVID-19): a mask covering the nose, mouth and/or eyes of the wearer, intended to protect the wearer from spreading or contracting pathogens.",face mask,yüz maskesi
9,en,tr,noun,"In the context of coronavirus (COVID-19): can be a person, such as a doctor, but also an organization, such as a hospital or insurance company.",healthcare provider,sağlık hizmeti sağlayıcısı
10,en,tr,noun,"In the context of coronavirus (COVID-19): a person who works in healthcare, such as a doctor or therapist.",healthcare professional,sağlık uzmanı
11,en,tr,noun,"In the context of coronavirus (COVID-19): the practice of cleaning one's hands, e.g. with water and soap, in order to get rid of the virus and other pathogens.",hand-washing,el yıkama
12,en,tr,noun,In the context of coronavirus (COVID-19): the period of time between infection and the appearance of symptoms of the disease.,incubation period,kuluçka evresi
13,en,tr,noun,In the context of coronavirus (COVID-19): the practice of separating sick people from healthy people to prevent the spread of disease.,isolation,izolasyon
14,en,tr,noun,In the context of the coronavirus (COVID-19): the practice of restricting the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,karantina
15,en,tr,verb,In the context of the coronavirus (COVID-19): to restrict the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,karantina
16,en,tr,proper noun,"Short for ""National Institutes of Health Agency"": the primary US government agency responsible for biomedical and public health research; part of the United States Department of Health and Human Services.",NIH,NIH
17,en,tr,noun,"In the context of coronavirus (COVID-19): being within a close distance (1-2m) of another person, not necessarily having actual physical contact. Close contact is one possible way for the virus to spread from person to person.",close contact,yakın temas
18,en,tr,noun,In the context of coronavirus (COVID-19): the process of the virus spreading from person to person.,transmission,bulaşma
19,en,tr,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have resulted in the end of the infected person's life.,deaths,ölümler
20,en,tr,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,testing center,test merkezi
21,en,tr,verb,"In the context of the coronavirus (COVID-19): to infect new people, in a particular area or globally.",spread,yayılma
22,en,tr,verb,A header for a set of five recommendations surfaced to users looking for coronavirus tips. See: https://www.google.com/search?q=coronavirus+tips&fbx=dothefive,Do the Five,5 Yapılacak Şey
23,en,tr,proper noun,"A specialized agency of the United Nations that is concerned with world public health. Abbreviated as ""WHO"". See: https://en.wikipedia.org/wiki/World_Health_Organization",World Health Organization,Dünya Sağlık Örgütü
24,en,tr,proper noun,"Short for ""World Health Organization"": a specialized agency of the United Nations that is concerned with world public health. See: https://en.wikipedia.org/wiki/World_Health_Organization",WHO,DSÖ
25,en,tr,,,14 days in isolation,14 günlük izolasyon
26,en,tr,,,14 days quarantine,14 günlük karantina
27,en,tr,,,2019 coronavirus,2019 koronavirüs
28,en,tr,,,2019 novel coronavirus,2019 yeni tip koronavirüs
29,en,tr,,,2019-nCoV,2019-nCoV
30,en,tr,,,2020 coronavirus,2020 koronavirüs
31,en,tr,,,2020 novel coronavirus,2020 yeni tip koronavirüs
33,en,tr,,,about coronavirus,koronavirüs hakkında
39,en,tr,,,acute respiratory distress syndrome,akut solunum sıkıntısı sendromu
40,en,tr,,,advanced hand sanitizer,gelişmiş el dezenfektanı
41,en,tr,,,Affected by coronavirus,Koronavirüsten etkilenen
42,en,tr,,,after exposure,maruziyet sonrasında
43,en,tr,,,After the epidemic,Epidemi sonrası
44,en,tr,,,After the outbreak,Salgın sonrası
47,en,tr,,,airborne virus,havadan bulaşan virüs
48,en,tr,,,alcohol based hand sanitizer,alkol bazlı el dezenfektanı
49,en,tr,,,alcohol hand sanitizer,alkollü el dezenfektanı
51,en,tr,,,alcohol-based hand sanitizer,alkol bazlı el dezenfektanı
59,en,tr,,,Anti-Corona virus spray,Anti-Korona virüs spreyi
60,en,tr,,,antibacterial hand sanitizer,antibakteriyel el dezenfektanı
61,en,tr,,,ARDS,ASSS
64,en,tr,,,avoid exposure,maruziyetten kaçınıyorum
65,en,tr,,,be infected,enfekte olmak
75,en,tr,,,Beware of coronavirus,Koronavirüse dikkat
76,en,tr,,,bilateral interstitial pneumonia,bilateral interstisyel akciğer iltihaplanması
77,en,tr,,,CDC,HKM
78,en,tr,,,Center for Disease Control,Hastalık Kontrol Merkezi
83,en,tr,,,community spread,topluluk yayılması
84,en,tr,,,compulsory quarantine,zorunlu karantina
85,en,tr,,,contagious,bulaşıcı
135,en,tr,,,coronavirus,koronavirüs
136,en,tr,,,coronavirus (COVID-19),koronavirüs (KOVİD-19)
137,en,tr,,,coronavirus alert,koronavirüs uyarısı
139,en,tr,,,coronavirus cases,koronavirüs vakaları
141,en,tr,,,coronavirus concerns,koronavirüs endişeleri
143,en,tr,,,coronavirus crisis,koronavirüs krizi
149,en,tr,,,coronavirus disease,koronavirüs hastalığı
150,en,tr,,,Coronavirus disease (COVID-19) outbreak,Koronavirüs hastalığı (KOVİD-19) salgını
153,en,tr,,,coronavirus early symptoms,koronavirüs erken belirtileri
155,en,tr,,,coronavirus epidemic,koronavirüs epidemisi
156,en,tr,,,coronavirus exposure,koronavirüs maruziyeti
161,en,tr,,,coronavirus incubation,koronavirüs kuluçka süresi
162,en,tr,,,coronavirus incubation period,koronavirüs kuluçka süresi
163,en,tr,,,coronavirus infection,koronavirüs enfeksiyonu
168,en,tr,,,coronavirus map,koronavirüs haritası
170,en,tr,,,coronavirus medicine,koronavirüs ilacı
171,en,tr,,,coronavirus medicines,koronavirüs ilaçları
172,en,tr,,,coronavirus news,koronavirüs haberleri
173,en,tr,,,coronavirus outbreak,koronavirüs salgını
174,en,tr,,,coronavirus pandemic,koronavirüs pandemisi
176,en,tr,,,coronavirus pneumonia,koronavirüs akciğer iltihaplanması
177,en,tr,,,coronavirus precautions,koronavirüs önlemleri
178,en,tr,,,coronavirus prevention,koronavirüs önleme
179,en,tr,,,coronavirus protection,koronavirüs koruması
180,en,tr,,,coronavirus quarantine,koronavirüs karantinası
182,en,tr,,,coronavirus SOS Alert,koronavirüs SOS Uyarısı
183,en,tr,,,coronavirus spread,koronavirüs yayılması
184,en,tr,,,coronavirus symptoms,koronavirüs belirtileri
185,en,tr,,,coronavirus transmission,koronavirüs aktarımı
186,en,tr,,,coronavirus travel ban,koronavirüs seyahat yasağı
187,en,tr,,,coronavirus travel restrictions,koronavirüs seyahat kısıtlamaları
188,en,tr,,,coronavirus treatment,koronavirüs tedavisi
190,en,tr,,,coronavirus update,koronavirüs güncellemesi
191,en,tr,,,coronavirus vaccine,koronavirüs aşısı
192,en,tr,,,coronavirus vaccines,koronavirüs aşıları
198,en,tr,,,covid cases,kovid vakaları
205,en,tr,,,covid early symptoms,kovid erken belirtileri
213,en,tr,,,covid incubation period,kovid kuluçka süresi
215,en,tr,,,covid international spread,kovid uluslararası yayılma
216,en,tr,,,covid international travel,kovid uluslararası seyahat
217,en,tr,,,covid isolation,kovid izolasyonu
219,en,tr,,,covid map,kovid haritası
220,en,tr,,,covid medicine,kovid ilacı
221,en,tr,,,covid medicines,kovid ilaçları
222,en,tr,,,covid news,kovid haberleri
223,en,tr,,,covid outbreak,kovid salgını
224,en,tr,,,covid pandemic,kovid pandemisi
225,en,tr,,,covid panic,kovid paniği
228,en,tr,,,covid SOS Alert,kovid SOS Uyarısı
230,en,tr,,,covid symptoms,kovid belirtileri
231,en,tr,,,covid transmission,kovid aktarımı
232,en,tr,,,covid travel ban,kovid seyahat yasağı
233,en,tr,,,covid travel restrictions,kovid seyahat kısıtlamaları
234,en,tr,,,covid treatment,kovid tedavisi
236,en,tr,,,covid vaccine,kovid aşısı
237,en,tr,,,covid vaccines,kovid aşıları
242,en,tr,,,covid-19,kovid-19
243,en,tr,,,covid-19 alert,kovid-19 uyarısı
244,en,tr,,,covid-19 cases,kovid-19 vakaları
245,en,tr,,,covid-19 CDC,kovid-19 HKM
246,en,tr,,,covid-19 contagious,kovid-19 bulaşıcılığı
247,en,tr,,,covid-19 cure,kovid-19 tedavisi
248,en,tr,,,covid-19 dangerous,kovid-19 tehlikesi
249,en,tr,,,covid-19 deadly,kovid-19 öldürücülüğü
250,en,tr,,,covid-19 death,kovid-19 ölümü
251,en,tr,,,covid-19 deaths,kovid-19 ölümleri
252,en,tr,,,covid-19 domestic travel,kovid-19 yurtiçi seyahat
253,en,tr,,,covid-19 early symptoms,kovid-19 erken belirtileri
254,en,tr,,,covid-19 effects,kovid-19 etkileri
255,en,tr,,,covid-19 epidemic,kovid-19 epidemisi
