stringID,sourceLang,targetLang,pos,description,sourceString,targetString
1,en,af,adjective,"In the context of coronavirus (COVID-19): transmissible by direct or indirect contact with an infected person (describes the disease or the virus, not a person).",contagious,aansteeklik
2,en,af,noun,In the context of coronavirus (COVID-19): known cases of people who currently have the disease.,active cases,aktiewe gevalle
3,en,af,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have been confirmed via medical testing.,confirmed cases,bevestigde gevalle
4,en,af,proper noun,"Short for ""Centers for Disease Control and Prevention"": a US federal agency under the Department of Health and Human Services, whose main goal is to protect public health and safety through the control and prevention of disease.",CDC,CDC (VSA Sentrums vir Siektebeheer en -Voorkoming)
5,en,af,noun,"A formal name for the disease caused by the SARS-CoV-2 virus, responsible for the 2019/2020 global pandemic.",COVID-19,COVID-19
6,en,af,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,COVID-19 testing center,COVID-19-toetssentrum
7,en,af,noun,"An informal name for the SARS-CoV-2 virus (also known as ""novel coronavirus""), responsible for the 2019/2020 global pandemic of COVID-19 (the disease caused by the virus). Sometimes refers to the entire category of coronaviruses, of which SARS-CoV-2 is just one example.",coronavirus,die coronavirus
8,en,af,noun,"In the context of coronavirus (COVID-19): a mask covering the nose, mouth and/or eyes of the wearer, intended to protect the wearer from spreading or contracting pathogens.",face mask,gesigmasker
9,en,af,noun,"In the context of coronavirus (COVID-19): can be a person, such as a doctor, but also an organization, such as a hospital or insurance company.",healthcare provider,gesondheidsorgverskaffer
10,en,af,noun,"In the context of coronavirus (COVID-19): a person who works in healthcare, such as a doctor or therapist.",healthcare professional,gesondheidsorgwerker
11,en,af,noun,"In the context of coronavirus (COVID-19): the practice of cleaning one's hands, e.g. with water and soap, in order to get rid of the virus and other pathogens.",hand-washing,handewas
12,en,af,noun,In the context of coronavirus (COVID-19): the period of time between infection and the appearance of symptoms of the disease.,incubation period,inkubasietydperk
13,en,af,noun,In the context of coronavirus (COVID-19): the practice of separating sick people from healthy people to prevent the spread of disease.,isolation,isolasie
14,en,af,noun,In the context of the coronavirus (COVID-19): the practice of restricting the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,kwarantyn
15,en,af,verb,In the context of the coronavirus (COVID-19): to restrict the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,kwarantyn
16,en,af,proper noun,"Short for ""National Institutes of Health Agency"": the primary US government agency responsible for biomedical and public health research; part of the United States Department of Health and Human Services.",NIH,NIH (VSA Nasionale Institute vir Gesondheid)
17,en,af,noun,"In the context of coronavirus (COVID-19): being within a close distance (1-2m) of another person, not necessarily having actual physical contact. Close contact is one possible way for the virus to spread from person to person.",close contact,nabye kontak
18,en,af,noun,In the context of coronavirus (COVID-19): the process of the virus spreading from person to person.,transmission,oordrag
19,en,af,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have resulted in the end of the infected person's life.,deaths,sterftes
20,en,af,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,testing center,toetssentrum
21,en,af,verb,"In the context of the coronavirus (COVID-19): to infect new people, in a particular area or globally.",spread,versprei
22,en,af,verb,A header for a set of five recommendations surfaced to users looking for coronavirus tips. See: https://www.google.com/search?q=coronavirus+tips&fbx=dothefive,Do the Five,Vyf dinge om te doen
23,en,af,proper noun,"A specialized agency of the United Nations that is concerned with world public health. Abbreviated as ""WHO"". See: https://en.wikipedia.org/wiki/World_Health_Organization",World Health Organization,Wêreldgesondheidsorganisasie
24,en,af,proper noun,"Short for ""World Health Organization"": a specialized agency of the United Nations that is concerned with world public health. See: https://en.wikipedia.org/wiki/World_Health_Organization",WHO,WGO (WHO)
25,en,af,,,14 days in isolation,14 dae in isolasie
26,en,af,,,14 days quarantine,14 dae kwarantyn
27,en,af,,,2019 coronavirus,2019 coronavirus
28,en,af,,,2019 novel coronavirus,2019 nuwe coronavirus
29,en,af,,,2019-nCoV,2019-nCoV
30,en,af,,,2020 coronavirus,2020 coronavirus
31,en,af,,,2020 novel coronavirus,2020 nuwe coronavirus
33,en,af,,,about coronavirus,oor coronavirus
39,en,af,,,acute respiratory distress syndrome,respiratoriese noodsindroom
40,en,af,,,advanced hand sanitizer,gevorderde handontsmetmiddel
41,en,af,,,Affected by coronavirus,Geraak deur coronavirus
42,en,af,,,after exposure,ná blootstelling
43,en,af,,,After the epidemic,Ná die epidemie
44,en,af,,,After the outbreak,Ná die uitbreking
47,en,af,,,airborne virus,virus wat deur die lug versprei
