stringID,sourceLang,targetLang,pos,description,sourceString,targetString
1,en,he,adjective,"In the context of coronavirus (COVID-19): transmissible by direct or indirect contact with an infected person (describes the disease or the virus, not a person).",contagious,מידבק
2,en,he,noun,In the context of coronavirus (COVID-19): known cases of people who currently have the disease.,active cases,מקרים פעילים
3,en,he,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have been confirmed via medical testing.,confirmed cases,מקרים מאושרים
4,en,he,proper noun,"Short for ""Centers for Disease Control and Prevention"": a US federal agency under the Department of Health and Human Services, whose main goal is to protect public health and safety through the control and prevention of disease.",CDC,CDC (המרכזים לבקרת מחלות ומניעתן)
5,en,he,noun,"A formal name for the disease caused by the SARS-CoV-2 virus, responsible for the 2019/2020 global pandemic.",COVID-19,נגיף הקורונה (COVID-19)
6,en,he,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,COVID-19 testing center,מרכז לבדיקות קורונה
7,en,he,noun,"An informal name for the SARS-CoV-2 virus (also known as ""novel coronavirus""), responsible for the 2019/2020 global pandemic of COVID-19 (the disease caused by the virus). Sometimes refers to the entire category of coronaviruses, of which SARS-CoV-2 is just one example.",coronavirus,נגיף הקורונה
8,en,he,noun,"In the context of coronavirus (COVID-19): a mask covering the nose, mouth and/or eyes of the wearer, intended to protect the wearer from spreading or contracting pathogens.",face mask,מסיכת פנים
9,en,he,noun,"In the context of coronavirus (COVID-19): can be a person, such as a doctor, but also an organization, such as a hospital or insurance company.",healthcare provider,ספק טיפול רפואי
10,en,he,noun,"In the context of coronavirus (COVID-19): a person who works in healthcare, such as a doctor or therapist.",healthcare professional,חבר צוות רפואי
11,en,he,noun,"In the context of coronavirus (COVID-19): the practice of cleaning one's hands, e.g. with water and soap, in order to get rid of the virus and other pathogens.",hand-washing,שטיפת ידיים
12,en,he,noun,In the context of coronavirus (COVID-19): the period of time between infection and the appearance of symptoms of the disease.,incubation period,תקופת דגירה
13,en,he,noun,In the context of coronavirus (COVID-19): the practice of separating sick people from healthy people to prevent the spread of disease.,isolation,בידוד
14,en,he,noun,In the context of the coronavirus (COVID-19): the practice of restricting the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,הסגר
15,en,he,verb,In the context of the coronavirus (COVID-19): to restrict the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,הסגר
16,en,he,proper noun,"Short for ""National Institutes of Health Agency"": the primary US government agency responsible for biomedical and public health research; part of the United States Department of Health and Human Services.",NIH,NIH (המכונים הלאומיים לבריאות)
17,en,he,noun,"In the context of coronavirus (COVID-19): being within a close distance (1-2m) of another person, not necessarily having actual physical contact. Close contact is one possible way for the virus to spread from person to person.",close contact,קירבה פיזית
18,en,he,noun,In the context of coronavirus (COVID-19): the process of the virus spreading from person to person.,transmission,הפצה
19,en,he,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have resulted in the end of the infected person's life.,deaths,אנשים שנפטרו
20,en,he,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,testing center,מרכז בדיקות
21,en,he,verb,"In the context of the coronavirus (COVID-19): to infect new people, in a particular area or globally.",spread,התפשטות
22,en,he,verb,A header for a set of five recommendations surfaced to users looking for coronavirus tips. See: https://www.google.com/search?q=coronavirus+tips&fbx=dothefive,Do the Five,חמשת כללי האצבע
23,en,he,proper noun,"A specialized agency of the United Nations that is concerned with world public health. Abbreviated as ""WHO"". See: https://en.wikipedia.org/wiki/World_Health_Organization",World Health Organization,ארגון הבריאות העולמי
24,en,he,proper noun,"Short for ""World Health Organization"": a specialized agency of the United Nations that is concerned with world public health. See: https://en.wikipedia.org/wiki/World_Health_Organization",WHO,ארגון הבריאות העולמי
25,en,he,,,14 days in isolation,14 יום בבידוד
26,en,he,,,14 days quarantine,בידוד של 14 יום
27,en,he,,,2019 coronavirus,נגיף הקורונה 2019
28,en,he,,,2019 novel coronavirus,נגיף הקורונה החדש 2019
29,en,he,,,2019-nCoV,2019-nCoV
30,en,he,,,2020 coronavirus,נגיף הקורונה 2020
31,en,he,,,2020 novel coronavirus,נגיף הקורונה החדש 2020
33,en,he,,,about coronavirus,אודות נגיף הקורונה
39,en,he,,,acute respiratory distress syndrome,תסמונת מצוקה נשימתית חריפה
40,en,he,,,advanced hand sanitizer,חומר מתקדם לחיטוי ידיים
41,en,he,,,Affected by coronavirus,הושפע על-ידי נגיף הקורונה
42,en,he,,,after exposure,לאחר חשיפה
43,en,he,,,After the epidemic,אחרי המגפה
44,en,he,,,After the outbreak,אחרי ההתפרצות
47,en,he,,,airborne virus,נגיף שנישא באוויר
48,en,he,,,alcohol based hand sanitizer,חומר לחיטוי ידיים המבוסס על אלכוהול
49,en,he,,,alcohol hand sanitizer,חומר לחיטוי ידיים המכיל אלכוהול
51,en,he,,,alcohol-based hand sanitizer,חומר לחיטוי ידיים המבוסס על אלכוהול
59,en,he,,,Anti-Corona virus spray,תרסיס נגד נגיף הקורונה
60,en,he,,,antibacterial hand sanitizer,חומר חיטוי אנטיבקטריאלי לחיטוי ידיים
61,en,he,,,ARDS,ARDS
64,en,he,,,avoid exposure,להימנע מחשיפה
65,en,he,,,be infected,להיות נגוע
75,en,he,,,Beware of coronavirus,להיזהר מנגיף הקורונה
76,en,he,,,bilateral interstitial pneumonia,דלקת ריאות אינטרסטיציאלית דו-צדדית
77,en,he,,,CDC,CDC
78,en,he,,,Center for Disease Control,המרכזים לבקרת מחלות
83,en,he,,,community spread,התפשטות בקהילה
84,en,he,,,compulsory quarantine,חובת בידוד
85,en,he,,,contagious,מדבק
135,en,he,,,coronavirus,נגיף הקורונה
136,en,he,,,coronavirus (COVID-19),נגיף הקורונה (COVID-19)
137,en,he,,,coronavirus alert,התראה לגבי נגיף הקורונה
139,en,he,,,coronavirus cases,מקרים של נגיף הקורונה
141,en,he,,,coronavirus concerns,חששות לגבי נגיף הקורונה
143,en,he,,,coronavirus crisis,משבר נגיף הקורונה
149,en,he,,,coronavirus disease,מחלת נגיף הקורונה
150,en,he,,,Coronavirus disease (COVID-19) outbreak,התפרצות מחלת נגיף הקורונה (COVID-19)
