stringID,sourceLang,targetLang,pos,description,sourceString,targetString
1,en,mn,adjective,"In the context of coronavirus (COVID-19): transmissible by direct or indirect contact with an infected person (describes the disease or the virus, not a person).",contagious,халдварт
2,en,mn,noun,In the context of coronavirus (COVID-19): known cases of people who currently have the disease.,active cases,идэвхтэй тохиолдол
3,en,mn,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have been confirmed via medical testing.,confirmed cases,батлагдсан тохиолдол
4,en,mn,proper noun,"Short for ""Centers for Disease Control and Prevention"": a US federal agency under the Department of Health and Human Services, whose main goal is to protect public health and safety through the control and prevention of disease.",CDC,ХӨСҮТ (CDC)
5,en,mn,noun,"A formal name for the disease caused by the SARS-CoV-2 virus, responsible for the 2019/2020 global pandemic.",COVID-19,Коронавируст халдвар (COVID-19)
6,en,mn,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,COVID-19 testing center,Коронавируст халдвар (COVID-19)-н шинжилгээний төв
7,en,mn,noun,"An informal name for the SARS-CoV-2 virus (also known as ""novel coronavirus""), responsible for the 2019/2020 global pandemic of COVID-19 (the disease caused by the virus). Sometimes refers to the entire category of coronaviruses, of which SARS-CoV-2 is just one example.",coronavirus,коронавирус
8,en,mn,noun,"In the context of coronavirus (COVID-19): a mask covering the nose, mouth and/or eyes of the wearer, intended to protect the wearer from spreading or contracting pathogens.",face mask,амны хаалт
9,en,mn,noun,"In the context of coronavirus (COVID-19): can be a person, such as a doctor, but also an organization, such as a hospital or insurance company.",healthcare provider,"эрүүл мэндийн тусламж, үйлчилгээ үзүүлэгч"
10,en,mn,noun,"In the context of coronavirus (COVID-19): a person who works in healthcare, such as a doctor or therapist.",healthcare professional,эрүүл мэндийн мэргэжилтэн
11,en,mn,noun,"In the context of coronavirus (COVID-19): the practice of cleaning one's hands, e.g. with water and soap, in order to get rid of the virus and other pathogens.",hand-washing,гараа угаах
12,en,mn,noun,In the context of coronavirus (COVID-19): the period of time between infection and the appearance of symptoms of the disease.,incubation period,өвчний далд үеийн хугацаа
13,en,mn,noun,In the context of coronavirus (COVID-19): the practice of separating sick people from healthy people to prevent the spread of disease.,isolation,тусгаарлалт
14,en,mn,noun,In the context of the coronavirus (COVID-19): the practice of restricting the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,хөл хорио
15,en,mn,verb,In the context of the coronavirus (COVID-19): to restrict the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,хөл хорих
16,en,mn,proper noun,"Short for ""National Institutes of Health Agency"": the primary US government agency responsible for biomedical and public health research; part of the United States Department of Health and Human Services.",NIH,NIH
17,en,mn,noun,"In the context of coronavirus (COVID-19): being within a close distance (1-2m) of another person, not necessarily having actual physical contact. Close contact is one possible way for the virus to spread from person to person.",close contact,ойрын хавьтал
18,en,mn,noun,In the context of coronavirus (COVID-19): the process of the virus spreading from person to person.,transmission,халдаах
19,en,mn,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have resulted in the end of the infected person's life.,deaths,нас баралт
20,en,mn,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,testing center,шинжилгээний төв
21,en,mn,verb,"In the context of the coronavirus (COVID-19): to infect new people, in a particular area or globally.",spread,тархах
22,en,mn,verb,A header for a set of five recommendations surfaced to users looking for coronavirus tips. See: https://www.google.com/search?q=coronavirus+tips&fbx=dothefive,Do the Five,Таван зөвлөмжийг дагаарай
23,en,mn,proper noun,"A specialized agency of the United Nations that is concerned with world public health. Abbreviated as ""WHO"". See: https://en.wikipedia.org/wiki/World_Health_Organization",World Health Organization,Дэлхийн Эрүүл Мэндийн Байгууллага
24,en,mn,proper noun,"Short for ""World Health Organization"": a specialized agency of the United Nations that is concerned with world public health. See: https://en.wikipedia.org/wiki/World_Health_Organization",WHO,ДЭМБ
25,en,mn,,,14 days in isolation,14 хоног тусгаарлана
26,en,mn,,,14 days quarantine,14 хоногийн хорио цээр
27,en,mn,,,2019 coronavirus,2019 короравирус
28,en,mn,,,2019 novel coronavirus,2019 оны шинэ коронавирус
29,en,mn,,,2019-nCoV,2019-nCoV
30,en,mn,,,2020 coronavirus,2020 коронавирус
31,en,mn,,,2020 novel coronavirus,2020 оны шинэ коронавирус
33,en,mn,,,about coronavirus,коронавирусийн тухай
39,en,mn,,,acute respiratory distress syndrome,амьсгалын замын цочмог зовуурийн хамшинж
