stringID,sourceLang,targetLang,pos,description,sourceString,targetString
1,en,da,adjective,"In the context of coronavirus (COVID-19): transmissible by direct or indirect contact with an infected person (describes the disease or the virus, not a person).",contagious,smitsom
2,en,da,noun,In the context of coronavirus (COVID-19): known cases of people who currently have the disease.,active cases,aktuelle tilfælde
3,en,da,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have been confirmed via medical testing.,confirmed cases,bekræftede tilfælde
4,en,da,proper noun,"Short for ""Centers for Disease Control and Prevention"": a US federal agency under the Department of Health and Human Services, whose main goal is to protect public health and safety through the control and prevention of disease.",CDC,CDC
5,en,da,noun,"A formal name for the disease caused by the SARS-CoV-2 virus, responsible for the 2019/2020 global pandemic.",COVID-19,COVID-19
6,en,da,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,COVID-19 testing center,COVID-19-testcenter
7,en,da,noun,"An informal name for the SARS-CoV-2 virus (also known as ""novel coronavirus""), responsible for the 2019/2020 global pandemic of COVID-19 (the disease caused by the virus). Sometimes refers to the entire category of coronaviruses, of which SARS-CoV-2 is just one example.",coronavirus,coronavirus
8,en,da,noun,"In the context of coronavirus (COVID-19): a mask covering the nose, mouth and/or eyes of the wearer, intended to protect the wearer from spreading or contracting pathogens.",face mask,ansigtsmaske
9,en,da,noun,"In the context of coronavirus (COVID-19): can be a person, such as a doctor, but also an organization, such as a hospital or insurance company.",healthcare provider,læge | sundhedsudbyder
10,en,da,noun,"In the context of coronavirus (COVID-19): a person who works in healthcare, such as a doctor or therapist.",healthcare professional,ansat i sundhedsvæsenet
11,en,da,noun,"In the context of coronavirus (COVID-19): the practice of cleaning one's hands, e.g. with water and soap, in order to get rid of the virus and other pathogens.",hand-washing,håndvask
12,en,da,noun,In the context of coronavirus (COVID-19): the period of time between infection and the appearance of symptoms of the disease.,incubation period,inkubationstid
13,en,da,noun,In the context of coronavirus (COVID-19): the practice of separating sick people from healthy people to prevent the spread of disease.,isolation,isolation
14,en,da,noun,In the context of the coronavirus (COVID-19): the practice of restricting the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,karantæne
15,en,da,verb,In the context of the coronavirus (COVID-19): to restrict the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,sætte i karantæne
16,en,da,proper noun,"Short for ""National Institutes of Health Agency"": the primary US government agency responsible for biomedical and public health research; part of the United States Department of Health and Human Services.",NIH,NIH
17,en,da,noun,"In the context of coronavirus (COVID-19): being within a close distance (1-2m) of another person, not necessarily having actual physical contact. Close contact is one possible way for the virus to spread from person to person.",close contact,tæt kontakt
18,en,da,noun,In the context of coronavirus (COVID-19): the process of the virus spreading from person to person.,transmission,smitte
19,en,da,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have resulted in the end of the infected person's life.,deaths,dødsfald : døde
20,en,da,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,testing center,testcenter
21,en,da,verb,"In the context of the coronavirus (COVID-19): to infect new people, in a particular area or globally.",spread,sprede sig
22,en,da,verb,A header for a set of five recommendations surfaced to users looking for coronavirus tips. See: https://www.google.com/search?q=coronavirus+tips&fbx=dothefive,Do the Five,Følg de fem gode råd
23,en,da,proper noun,"A specialized agency of the United Nations that is concerned with world public health. Abbreviated as ""WHO"". See: https://en.wikipedia.org/wiki/World_Health_Organization",World Health Organization,Verdenssundhedsorganisationen : WHO
24,en,da,proper noun,"Short for ""World Health Organization"": a specialized agency of the United Nations that is concerned with world public health. See: https://en.wikipedia.org/wiki/World_Health_Organization",WHO,WHO
25,en,da,,,14 days in isolation,14 dage i isolation
26,en,da,,,14 days quarantine,14 dages karantæne
27,en,da,,,2019 coronavirus,2019 coronavirus
28,en,da,,,2019 novel coronavirus,2019 ny coronavirus
29,en,da,,,2019-nCoV,2019-nCoV
30,en,da,,,2020 coronavirus,2020 coronavirus
31,en,da,,,2020 novel coronavirus,2020 ny coronavirus
33,en,da,,,about coronavirus,om coronavirus
39,en,da,,,acute respiratory distress syndrome,acute respiratory distress syndrom
40,en,da,,,advanced hand sanitizer,avanceret hånddesinfektion
41,en,da,,,Affected by coronavirus,Påvirket af coronavirus
42,en,da,,,after exposure,efter eksponering
43,en,da,,,After the epidemic,Efter epidemien
44,en,da,,,After the outbreak,Efter udbruddet
47,en,da,,,airborne virus,luftbåren virus
48,en,da,,,alcohol based hand sanitizer,alkoholbaseret hånddesinfektion
49,en,da,,,alcohol hand sanitizer,hånddesinfektion med alkohol
51,en,da,,,alcohol-based hand sanitizer,alkoholbaseret hånddesinfektion
59,en,da,,,Anti-Corona virus spray,Spray mod coronavirus
60,en,da,,,antibacterial hand sanitizer,antibakteriel hånddesinfektion
61,en,da,,,ARDS,ARDS
64,en,da,,,avoid exposure,undgå eksponering
65,en,da,,,be infected,være inficeret
75,en,da,,,Beware of coronavirus,Tag dig i agt for coronavirus
76,en,da,,,bilateral interstitial pneumonia,bilateral interstitiel pneumoni
77,en,da,,,CDC,CDC
78,en,da,,,Center for Disease Control,Center for Disease Control
83,en,da,,,community spread,spredning i samfundet
84,en,da,,,compulsory quarantine,tvungen karantæne
85,en,da,,,contagious,smitsom
135,en,da,,,coronavirus,coronavirus
136,en,da,,,coronavirus (COVID-19),coronavirus (COVID-19)
137,en,da,,,coronavirus alert,coronavirusalarm
139,en,da,,,coronavirus cases,coronavirustilfælde
141,en,da,,,coronavirus concerns,coronavirusbekymringer
143,en,da,,,coronavirus crisis,coronaviruskrise
