stringID,sourceLang,targetLang,pos,description,sourceString,targetString
1,en,ms,adjective,"In the context of coronavirus (COVID-19): transmissible by direct or indirect contact with an infected person (describes the disease or the virus, not a person).",contagious,berjangkit
2,en,ms,noun,In the context of coronavirus (COVID-19): known cases of people who currently have the disease.,active cases,kes aktif
3,en,ms,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have been confirmed via medical testing.,confirmed cases,kes yang disahkan
4,en,ms,proper noun,"Short for ""Centers for Disease Control and Prevention"": a US federal agency under the Department of Health and Human Services, whose main goal is to protect public health and safety through the control and prevention of disease.",CDC,CDC
5,en,ms,noun,"A formal name for the disease caused by the SARS-CoV-2 virus, responsible for the 2019/2020 global pandemic.",COVID-19,COVID-19
6,en,ms,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,COVID-19 testing center,pusat ujian COVID-19
7,en,ms,noun,"An informal name for the SARS-CoV-2 virus (also known as ""novel coronavirus""), responsible for the 2019/2020 global pandemic of COVID-19 (the disease caused by the virus). Sometimes refers to the entire category of coronaviruses, of which SARS-CoV-2 is just one example.",coronavirus,koronavirus
8,en,ms,noun,"In the context of coronavirus (COVID-19): a mask covering the nose, mouth and/or eyes of the wearer, intended to protect the wearer from spreading or contracting pathogens.",face mask,topeng muka
9,en,ms,noun,"In the context of coronavirus (COVID-19): can be a person, such as a doctor, but also an organization, such as a hospital or insurance company.",healthcare provider,penyedia penjagaan kesihatan
10,en,ms,noun,"In the context of coronavirus (COVID-19): a person who works in healthcare, such as a doctor or therapist.",healthcare professional,pakar penjagaan kesihatan
11,en,ms,noun,"In the context of coronavirus (COVID-19): the practice of cleaning one's hands, e.g. with water and soap, in order to get rid of the virus and other pathogens.",hand-washing,mencuci tangan
12,en,ms,noun,In the context of coronavirus (COVID-19): the period of time between infection and the appearance of symptoms of the disease.,incubation period,tempoh inkubasi
13,en,ms,noun,In the context of coronavirus (COVID-19): the practice of separating sick people from healthy people to prevent the spread of disease.,isolation,pengasingan
14,en,ms,noun,In the context of the coronavirus (COVID-19): the practice of restricting the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,kuarantin
15,en,ms,verb,In the context of the coronavirus (COVID-19): to restrict the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,kuarantin
16,en,ms,proper noun,"Short for ""National Institutes of Health Agency"": the primary US government agency responsible for biomedical and public health research; part of the United States Department of Health and Human Services.",NIH,NIH
17,en,ms,noun,"In the context of coronavirus (COVID-19): being within a close distance (1-2m) of another person, not necessarily having actual physical contact. Close contact is one possible way for the virus to spread from person to person.",close contact,kontak rapat
18,en,ms,noun,In the context of coronavirus (COVID-19): the process of the virus spreading from person to person.,transmission,penularan
19,en,ms,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have resulted in the end of the infected person's life.,deaths,kematian
20,en,ms,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,testing center,pusat ujian
21,en,ms,verb,"In the context of the coronavirus (COVID-19): to infect new people, in a particular area or globally.",spread,tersebar
22,en,ms,verb,A header for a set of five recommendations surfaced to users looking for coronavirus tips. See: https://www.google.com/search?q=coronavirus+tips&fbx=dothefive,Do the Five,Lakukan Kelima-lima Syor
23,en,ms,proper noun,"A specialized agency of the United Nations that is concerned with world public health. Abbreviated as ""WHO"". See: https://en.wikipedia.org/wiki/World_Health_Organization",World Health Organization,Pertubuhan Kesihatan Sedunia
24,en,ms,proper noun,"Short for ""World Health Organization"": a specialized agency of the United Nations that is concerned with world public health. See: https://en.wikipedia.org/wiki/World_Health_Organization",WHO,WHO
25,en,ms,,,14 days in isolation,14 hari dalam pengasingan
26,en,ms,,,14 days quarantine,kuarantin 14 hari
27,en,ms,,,2019 coronavirus,koronavirus 2019
28,en,ms,,,2019 novel coronavirus,koronavirus baharu 2019
29,en,ms,,,2019-nCoV,2019-nCO9
30,en,ms,,,2020 coronavirus,koronavirus 2020
31,en,ms,,,2020 novel coronavirus,koronavirus baharu 2020
33,en,ms,,,about coronavirus,tentang koronavirus
39,en,ms,,,acute respiratory distress syndrome,sindrom kecemasan respiratori akut
40,en,ms,,,advanced hand sanitizer,pembersih tangan termaju
41,en,ms,,,Affected by coronavirus,Terkesan oleh koronavirus
42,en,ms,,,after exposure,selepas terdedah
43,en,ms,,,After the epidemic,Selepas epidemik
44,en,ms,,,After the outbreak,Selepas wabak
47,en,ms,,,airborne virus,virus bawaan udara
48,en,ms,,,alcohol based hand sanitizer,pembersih tangan berasaskan alkohol
49,en,ms,,,alcohol hand sanitizer,pembersih tangan alkohol
51,en,ms,,,alcohol-based hand sanitizer,pembersih tangan berasaskan alkohol
59,en,ms,,,Anti-Corona virus spray,semburan antikoronavirus
60,en,ms,,,antibacterial hand sanitizer,pembersih tangan antibakteria
61,en,ms,,,ARDS,ARDS
