stringID,sourceLang,targetLang,pos,description,sourceString,targetString
1,en,ky,adjective,"In the context of coronavirus (COVID-19): transmissible by direct or indirect contact with an infected person (describes the disease or the virus, not a person).",contagious,жугуштуу
2,en,ky,noun,In the context of coronavirus (COVID-19): known cases of people who currently have the disease.,active cases,ооруга чалдыккан адамдар
3,en,ky,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have been confirmed via medical testing.,confirmed cases,оорусу аныкталган адамдар
4,en,ky,proper noun,"Short for ""Centers for Disease Control and Prevention"": a US federal agency under the Department of Health and Human Services, whose main goal is to protect public health and safety through the control and prevention of disease.",CDC,CDC
5,en,ky,noun,"A formal name for the disease caused by the SARS-CoV-2 virus, responsible for the 2019/2020 global pandemic.",COVID-19,COVID-19
6,en,ky,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,COVID-19 testing center,COVID-19: анализ тапшыруу борбору
7,en,ky,noun,"An informal name for the SARS-CoV-2 virus (also known as ""novel coronavirus""), responsible for the 2019/2020 global pandemic of COVID-19 (the disease caused by the virus). Sometimes refers to the entire category of coronaviruses, of which SARS-CoV-2 is just one example.",coronavirus,коронавирус
8,en,ky,noun,"In the context of coronavirus (COVID-19): a mask covering the nose, mouth and/or eyes of the wearer, intended to protect the wearer from spreading or contracting pathogens.",face mask,беткап
9,en,ky,noun,"In the context of coronavirus (COVID-19): can be a person, such as a doctor, but also an organization, such as a hospital or insurance company.",healthcare provider,саламаттыкты сактоо мекемеси
10,en,ky,noun,"In the context of coronavirus (COVID-19): a person who works in healthcare, such as a doctor or therapist.",healthcare professional,врач | доктур
11,en,ky,noun,"In the context of coronavirus (COVID-19): the practice of cleaning one's hands, e.g. with water and soap, in order to get rid of the virus and other pathogens.",hand-washing,колдорду жуу
12,en,ky,noun,In the context of coronavirus (COVID-19): the period of time between infection and the appearance of symptoms of the disease.,incubation period,инкубациялык мезгил
13,en,ky,noun,In the context of coronavirus (COVID-19): the practice of separating sick people from healthy people to prevent the spread of disease.,isolation,изоляция
14,en,ky,noun,In the context of the coronavirus (COVID-19): the practice of restricting the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,карантин
15,en,ky,verb,In the context of the coronavirus (COVID-19): to restrict the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,карантин
16,en,ky,proper noun,"Short for ""National Institutes of Health Agency"": the primary US government agency responsible for biomedical and public health research; part of the United States Department of Health and Human Services.",NIH,NIH
17,en,ky,noun,"In the context of coronavirus (COVID-19): being within a close distance (1-2m) of another person, not necessarily having actual physical contact. Close contact is one possible way for the virus to spread from person to person.",close contact,жакын аралыкта болуу
18,en,ky,noun,In the context of coronavirus (COVID-19): the process of the virus spreading from person to person.,transmission,жугуу
19,en,ky,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have resulted in the end of the infected person's life.,deaths,вирустан каза болгон адамдар
20,en,ky,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,testing center,анализ тапшыруу борбору
21,en,ky,verb,"In the context of the coronavirus (COVID-19): to infect new people, in a particular area or globally.",spread,оорунун жайылышы
22,en,ky,verb,A header for a set of five recommendations surfaced to users looking for coronavirus tips. See: https://www.google.com/search?q=coronavirus+tips&fbx=dothefive,Do the Five,Беш эрежени сактаңыз
23,en,ky,proper noun,"A specialized agency of the United Nations that is concerned with world public health. Abbreviated as ""WHO"". See: https://en.wikipedia.org/wiki/World_Health_Organization",World Health Organization,Дүйнөлүк саламаттыкты сактоо уюму
24,en,ky,proper noun,"Short for ""World Health Organization"": a specialized agency of the United Nations that is concerned with world public health. See: https://en.wikipedia.org/wiki/World_Health_Organization",WHO,ДСУ
25,en,ky,,,14 days in isolation,14 күн изоляцияда
26,en,ky,,,14 days quarantine,14 күндүк карантин
27,en,ky,,,2019 coronavirus,2019-жылдын коронавирусу
28,en,ky,,,2019 novel coronavirus,2019-жылдын жаңы коронавирусу
29,en,ky,,,2019-nCoV,2019-nCoV
30,en,ky,,,2020 coronavirus,2020-жылдын коронавирусу
