stringID,sourceLang,targetLang,pos,description,sourceString,targetString
1,en,bg,adjective,"In the context of coronavirus (COVID-19): transmissible by direct or indirect contact with an infected person (describes the disease or the virus, not a person).",contagious,заразно
2,en,bg,noun,In the context of coronavirus (COVID-19): known cases of people who currently have the disease.,active cases,активни случаи
3,en,bg,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have been confirmed via medical testing.,confirmed cases,потвърдени случаи
4,en,bg,proper noun,"Short for ""Centers for Disease Control and Prevention"": a US federal agency under the Department of Health and Human Services, whose main goal is to protect public health and safety through the control and prevention of disease.",CDC,CDC
5,en,bg,noun,"A formal name for the disease caused by the SARS-CoV-2 virus, responsible for the 2019/2020 global pandemic.",COVID-19,COVID-19
6,en,bg,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,COVID-19 testing center,център за тестване за COVID-19
7,en,bg,noun,"An informal name for the SARS-CoV-2 virus (also known as ""novel coronavirus""), responsible for the 2019/2020 global pandemic of COVID-19 (the disease caused by the virus). Sometimes refers to the entire category of coronaviruses, of which SARS-CoV-2 is just one example.",coronavirus,коронавирус
8,en,bg,noun,"In the context of coronavirus (COVID-19): a mask covering the nose, mouth and/or eyes of the wearer, intended to protect the wearer from spreading or contracting pathogens.",face mask,маска за лице
9,en,bg,noun,"In the context of coronavirus (COVID-19): can be a person, such as a doctor, but also an organization, such as a hospital or insurance company.",healthcare provider,доставчик на здравни грижи
10,en,bg,noun,"In the context of coronavirus (COVID-19): a person who works in healthcare, such as a doctor or therapist.",healthcare professional,специалист в сферата на здравеопазването
11,en,bg,noun,"In the context of coronavirus (COVID-19): the practice of cleaning one's hands, e.g. with water and soap, in order to get rid of the virus and other pathogens.",hand-washing,миене на ръце
12,en,bg,noun,In the context of coronavirus (COVID-19): the period of time between infection and the appearance of symptoms of the disease.,incubation period,инкубационен период
13,en,bg,noun,In the context of coronavirus (COVID-19): the practice of separating sick people from healthy people to prevent the spread of disease.,isolation,изолация
14,en,bg,noun,In the context of the coronavirus (COVID-19): the practice of restricting the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,карантина
15,en,bg,verb,In the context of the coronavirus (COVID-19): to restrict the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,поставям под карантина
16,en,bg,proper noun,"Short for ""National Institutes of Health Agency"": the primary US government agency responsible for biomedical and public health research; part of the United States Department of Health and Human Services.",NIH,NIH
17,en,bg,noun,"In the context of coronavirus (COVID-19): being within a close distance (1-2m) of another person, not necessarily having actual physical contact. Close contact is one possible way for the virus to spread from person to person.",close contact,близък контакт
18,en,bg,noun,In the context of coronavirus (COVID-19): the process of the virus spreading from person to person.,transmission,предаване
19,en,bg,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have resulted in the end of the infected person's life.,deaths,смъртни случаи
20,en,bg,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,testing center,център за тестване
21,en,bg,verb,"In the context of the coronavirus (COVID-19): to infect new people, in a particular area or globally.",spread,разпространявам
22,en,bg,verb,A header for a set of five recommendations surfaced to users looking for coronavirus tips. See: https://www.google.com/search?q=coronavirus+tips&fbx=dothefive,Do the Five,Правете тези пет неща
23,en,bg,proper noun,"A specialized agency of the United Nations that is concerned with world public health. Abbreviated as ""WHO"". See: https://en.wikipedia.org/wiki/World_Health_Organization",World Health Organization,Световна здравна организация
24,en,bg,proper noun,"Short for ""World Health Organization"": a specialized agency of the United Nations that is concerned with world public health. See: https://en.wikipedia.org/wiki/World_Health_Organization",WHO,СЗО
25,en,bg,,,14 days in isolation,14 дни в изолация
26,en,bg,,,14 days quarantine,14-дневна карантина
27,en,bg,,,2019 coronavirus,2019 коронавирус
28,en,bg,,,2019 novel coronavirus,2019 нов коронавирус
29,en,bg,,,2019-nCoV,2019-nCoV
30,en,bg,,,2020 coronavirus,2020 коронавирус
31,en,bg,,,2020 novel coronavirus,2020 нов коронавирус
33,en,bg,,,about coronavirus,за коронавирус
39,en,bg,,,acute respiratory distress syndrome,остър респираторен дистрес синдром
40,en,bg,,,advanced hand sanitizer,подобрен дезинфектант за ръце
41,en,bg,,,Affected by coronavirus,Засегнат от коронавирус
42,en,bg,,,after exposure,след излагане
43,en,bg,,,After the epidemic,След епидемията
44,en,bg,,,After the outbreak,След избухването
47,en,bg,,,airborne virus,"вирус, предаван по въздуха"
48,en,bg,,,alcohol based hand sanitizer,дезинфектант за ръце на базата на алкохол
49,en,bg,,,alcohol hand sanitizer,дезинфектант за ръце с алкохол
51,en,bg,,,alcohol-based hand sanitizer,дезинфектант за ръце на базата на алкохол
59,en,bg,,,Anti-Corona virus spray,Спрей против коронавирус
60,en,bg,,,antibacterial hand sanitizer,антибактериален дезинфектант за ръце
61,en,bg,,,ARDS,ARDS
64,en,bg,,,avoid exposure,избягвам излагане
65,en,bg,,,be infected,бъда заразен
75,en,bg,,,Beware of coronavirus,Пазете се от коронавирус
76,en,bg,,,bilateral interstitial pneumonia,двустранна интерстициална пневмония
77,en,bg,,,CDC,CDC
78,en,bg,,,Center for Disease Control,Център за контрол на заболяванията
83,en,bg,,,community spread,разпространение в общност
84,en,bg,,,compulsory quarantine,задължителна карантина
85,en,bg,,,contagious,заразен
135,en,bg,,,coronavirus,коронавирус
136,en,bg,,,coronavirus (COVID-19),коронавирус (COVID-19)
137,en,bg,,,coronavirus alert,предупреждение за коронавирус
139,en,bg,,,coronavirus cases,случаи на коронавирус
141,en,bg,,,coronavirus concerns,опасения за коронавирус
143,en,bg,,,coronavirus crisis,коронавирус криза
149,en,bg,,,coronavirus disease,коронавирусна болест
150,en,bg,,,Coronavirus disease (COVID-19) outbreak,Избухване на коронавирусна болест (COVID-19)
153,en,bg,,,coronavirus early symptoms,ранни симптоми на коронавирус
155,en,bg,,,coronavirus epidemic,епидемия от коронавирус
156,en,bg,,,coronavirus exposure,излагане на коронавирус
161,en,bg,,,coronavirus incubation,инкубационен период на коронавирус
162,en,bg,,,coronavirus incubation period,инкубационен период на коронавирус
163,en,bg,,,coronavirus infection,инфекция с коронавирус
168,en,bg,,,coronavirus map,карта за коронавирус
170,en,bg,,,coronavirus medicine,лекарство за коронавирус
171,en,bg,,,coronavirus medicines,лекарства за коронавирус
172,en,bg,,,coronavirus news,новини за коронавирус
173,en,bg,,,coronavirus outbreak,избухване на коронавирус
174,en,bg,,,coronavirus pandemic,пандемия от коронавирус
176,en,bg,,,coronavirus pneumonia,пневмония от коронавирус
177,en,bg,,,coronavirus precautions,предпазни мерки срещу коронавирус
178,en,bg,,,coronavirus prevention,предпазване от коронавирус
179,en,bg,,,coronavirus protection,защита от коронавирус
180,en,bg,,,coronavirus quarantine,карантина при коронавирус
182,en,bg,,,coronavirus SOS Alert,SOS предупреждение за коронавирус
183,en,bg,,,coronavirus spread,разпространение на коронавирус
184,en,bg,,,coronavirus symptoms,симптоми на коронавирус
185,en,bg,,,coronavirus transmission,предаване на коронавирус
186,en,bg,,,coronavirus travel ban,коронавирус забрана за пътуване
187,en,bg,,,coronavirus travel restrictions,коронавирус ограничения за пътуване
188,en,bg,,,coronavirus treatment,лечение на коронавирус
190,en,bg,,,coronavirus update,актуална информация за коронавирус
191,en,bg,,,coronavirus vaccine,ваксина срещу коронавирус
192,en,bg,,,coronavirus vaccines,ваксини срещу коронавирус
198,en,bg,,,covid cases,случаи на covid
205,en,bg,,,covid early symptoms,covid ранни симптоми
213,en,bg,,,covid incubation period,инкубационен период на covid
215,en,bg,,,covid international spread,международно разпространение на covid
216,en,bg,,,covid international travel,covid международно пътуване
217,en,bg,,,covid isolation,covid изолация
219,en,bg,,,covid map,covid карта
220,en,bg,,,covid medicine,лекарство за covid
221,en,bg,,,covid medicines,лекарства за covid
222,en,bg,,,covid news,новини за covid
223,en,bg,,,covid outbreak,избухване на covid
224,en,bg,,,covid pandemic,пандемия от covid
225,en,bg,,,covid panic,covid паника
228,en,bg,,,covid SOS Alert,covid SOS предупреждение
230,en,bg,,,covid symptoms,covid симптоми
231,en,bg,,,covid transmission,covid предаване
232,en,bg,,,covid travel ban,covid забрана за пътуване
233,en,bg,,,covid travel restrictions,covid ограничения за пътуване
234,en,bg,,,covid treatment,covid лечение
236,en,bg,,,covid vaccine,covid ваксина
237,en,bg,,,covid vaccines,covid ваксини
242,en,bg,,,covid-19,covid-19
243,en,bg,,,covid-19 alert,covid-19 предупреждение
244,en,bg,,,covid-19 cases,covid-19 случаи
245,en,bg,,,covid-19 CDC,covid-19 CDC
246,en,bg,,,covid-19 contagious,covid-19 заразен
247,en,bg,,,covid-19 cure,covid-19 лекарство
248,en,bg,,,covid-19 dangerous,covid-19 опасен
249,en,bg,,,covid-19 deadly,covid-19 смъртоносен
250,en,bg,,,covid-19 death,covid-19 смърт
251,en,bg,,,covid-19 deaths,covid-19 смъртни случаи
252,en,bg,,,covid-19 domestic travel,covid-19 пътуване в страната
253,en,bg,,,covid-19 early symptoms,covid-19 ранни симптоми
254,en,bg,,,covid-19 effects,covid-19 ефекти
255,en,bg,,,covid-19 epidemic,covid-19 епидемия
256,en,bg,,,covid-19 exposure,covid-19 излагане
257,en,bg,,,covid-19 fatal,covid-19 фатален
258,en,bg,,,covid-19 fever,covid-19 треска
259,en,bg,,,covid-19 illness,covid-19 болест
260,en,bg,,,covid-19 incubation,covid-19 инкубационен период
261,en,bg,,,covid-19 incubation period,covid-19 инкубационен период
262,en,bg,,,covid-19 infection,covid-19 инфекция
263,en,bg,,,covid-19 international spread,covid-19 международно разпространение
264,en,bg,,,covid-19 international travel,covid-19 международно пътуване
265,en,bg,,,covid-19 isolation,covid-19 изолация
266,en,bg,,,covid-19 lockdown,covid-19 затваряне
267,en,bg,,,covid-19 map,covid-19 карта
268,en,bg,,,covid-19 medicine,covid-19 лекарство
269,en,bg,,,covid-19 medicines,covid-19 лекарства
270,en,bg,,,covid-19 news,covid-19 новини
271,en,bg,,,covid-19 outbreak,covid-19 избухване
272,en,bg,,,covid-19 pandemic,covid-19 пандемия
273,en,bg,,,covid-19 panic,covid-19 паника
275,en,bg,,,covid-19 precautions,covid-19 предпазни мерки
276,en,bg,,,covid-19 protection,covid-19 защита
277,en,bg,,,covid-19 quarantine,covid-19 карантина
278,en,bg,,,covid-19 SOS Alert,covid-19 SOS предупреждение
279,en,bg,,,covid-19 spread,covid-19 разпространение
280,en,bg,,,covid-19 symptoms,covid-19 симптоми
281,en,bg,,,covid-19 transmission,covid-19 предаване
282,en,bg,,,covid-19 travel ban,covid-19 забрана за пътуване
283,en,bg,,,covid-19 travel restrictions,covid-19 ограничения за пътуване
284,en,bg,,,covid-19 treatment,covid-19 лечение
285,en,bg,,,covid-19 uncontrolled spread,covid-19 неконтролирано разпространение
286,en,bg,,,covid-19 vaccine,covid-19 ваксина
287,en,bg,,,covid-19 vaccines,covid-19 ваксини
288,en,bg,,,COVID-19 virus,covid-19 вирус
289,en,bg,,,covid-19 virus outbreak,covid-19 избухване на вирус
290,en,bg,,,covid-19 virus transmission,covid-19 предаване на вирус
291,en,bg,,,covid-19 WHO,covid-19 СЗО
292,en,bg,,,covid19,covid19
293,en,bg,,,covid19 alert,covid19 предупреждение
294,en,bg,,,covid19 cases,covid19 случаи
295,en,bg,,,covid19 CDC,covid19 CDC
301,en,bg,,,covid19 deaths,covid19 смъртни случаи
302,en,bg,,,covid19 domestic travel,covid19 пътуване в страната
303,en,bg,,,covid19 effects,covid19 ефекти
304,en,bg,,,covid19 epidemic,covid19 епидемия
305,en,bg,,,covid19 exposure,covid19 излагане
306,en,bg,,,covid19 fatal,covid19 фатален
307,en,bg,,,covid19 fever,covid19 треска
308,en,bg,,,covid19 illness,covid19 болест
309,en,bg,,,covid19 incubation,covid19 инкубационен период
310,en,bg,,,covid19 incubation period,covid19 инкубационен период
311,en,bg,,,covid19 infection,covid19 инфекция
312,en,bg,,,covid19 international spread,covid19 международно разпространение
313,en,bg,,,covid19 international travel,covid19 международно пътуване
314,en,bg,,,covid19 isolation,covid19 изолация
315,en,bg,,,covid19 lockdown,covid19 затваряне
316,en,bg,,,covid19 map,covid19 карта
317,en,bg,,,covid19 medicine,covid19 лекарство
318,en,bg,,,covid19 medicines,covid19 лекарства
319,en,bg,,,covid19 news,covid19 новини
320,en,bg,,,covid19 outbreak,covid19 избухване
321,en,bg,,,covid19 pandemic,covid19 пандемия
324,en,bg,,,covid19 precautions,covid19 предпазни мерки
325,en,bg,,,covid19 protection,covid19 защита
326,en,bg,,,covid19 quarantine,covid19 карантина
327,en,bg,,,covid19 SOS Alert,covid19 SOS предупреждение
328,en,bg,,,covid19 spread,covid19 разпространение
329,en,bg,,,covid19 symptoms,covid19 симптоми
330,en,bg,,,covid19 transmission,covid19 предаване
331,en,bg,,,covid19 travel ban,covid19 забрана за пътуване
