stringID,sourceLang,targetLang,pos,description,sourceString,targetString
xx_901,pt-BR,en,,,Covid-19,Covid-19
xx_902,pt-BR,en,,,hidroxicloroquina,hydroxychloroquine
xx_903,pt-BR,en,,,segunda onda do coronavírus,second wave of coronavirus
xx_904,pt-BR,en,,,SARS-CoV-2,SARS-CoV-2
xx_905,pt-BR,en,,,pacientes com Covid-19,patients with Covid-19
xx_906,pt-BR,en,,,pesquisa clínica sobre COVID-19,clinical research on COVID-19
xx_907,pt-BR,en,,,pandemia de coronavírus,coronavirus pandemic
xx_908,pt-BR,en,,,mortes por coronavírus,deaths due to coronavirus
xx_909,pt-BR,en,,,testes de coronavírus,coronavirus tests
xx_910,pt-BR,en,,,pico do coronavírus,coronavirus peak
xx_911,pt-BR,en,,,fake news sobre o coronavírus,fake news about coronavirus
xx_912,pt-BR,en,,,notícias falsas sobre o coronavírus,fake news about coronavirus
xx_915,pt-BR,en,,,Crise do coronavírus,Coronavirus crisis
xx_916,pt-BR,en,,,grupo de risco,group of risk
xx_917,pt-BR,en,,,Casos de coronavírus no Brasil,Cases of coronavirus in Brazil
xx_918,pt-BR,en,,,Casos de coronavírus no Rio,Cases of coronavirus in Rio
xx_919,pt-BR,en,,,imunidade,immunity
xx_920,pt-BR,en,,,vitamina D,vitamin D
xx_921,pt-BR,en,,,Covid-19 no Brasil,Covid-19 in Brazil
xx_922,pt-BR,en,,,medidas contra o coronavírus,measures against coronavirus
xx_923,pt-BR,en,,,taxa de mortalidade,mortality rate
xx_924,pt-BR,en,,,distanciamento social,social distancing
xx_925,pt-BR,en,,,combate ao coronavírus,fighting coronavirus
xx_926,pt-BR,en,,,coronavírus OC43,coronavirus OC43
xx_927,pt-BR,en,,,álcool em gel,alcohol in gel
xx_928,pt-BR,en,,,diagnóstico de COVID-19,diagnosis of COVID-19
xx_929,pt-BR,en,,,isolamento domiciliar,home isolation
xx_930,pt-BR,en,,,máscaras caseiras,homemade masks
xx_931,pt-BR,en,,,exame do coronavírus,coronavirus test
xx_932,pt-BR,en,,,transmissão do coronavírus,coronavirus transmission
xx_933,pt-BR,en,,,sintomas do Coronavírus,coronavirus symptoms
xx_934,pt-BR,en,,,tudo sobre o coronavírus,everything about coronavirus
xx_935,pt-BR,en,,,álcool 70%,70% alcohol
xx_936,pt-BR,en,,,Como prevenir o coronavírus,How to prevent coronavirus
xx_937,pt-BR,en,,,como lavar as mãos corretamente,how to correctly wash hands
xx_938,pt-BR,en,,,vitamina C,vitamin C
xx_939,pt-BR,en,,,o coronavírus e a gripe,coronavirus and the flu
xx_940,pt-BR,en,,,covid-19 mais de uma vez,covid-19 more than once
xx_941,pt-BR,en,,,mitos e verdades,myths and truths
xx_942,pt-BR,en,,,remarcação,markdown
xx_943,pt-BR,en,,,fronteiras fechadas,closed borders
xx_944,pt-BR,en,,,cancelamento,cancellation
xx_945,pt-BR,en,,,reembolso,reimbursement
xx_946,pt-BR,en,,,cancelar viagem,cancel trip
xx_947,pt-BR,en,,,higienização das mãos,sanitization of hands
xx_948,pt-BR,en,,,infecção por coronavírus,infection from coronavirus
xx_949,pt-BR,en,,,número de infectados,number of people infected
xx_950,pt-BR,en,,,falta de ar,shortness of breathe
