stringID,sourceLang,targetLang,pos,description,sourceString,targetString
1,en,ka,adjective,"In the context of coronavirus (COVID-19): transmissible by direct or indirect contact with an infected person (describes the disease or the virus, not a person).",contagious,გადამდები
2,en,ka,noun,In the context of coronavirus (COVID-19): known cases of people who currently have the disease.,active cases,აქტიური შემთხვევები
3,en,ka,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have been confirmed via medical testing.,confirmed cases,დადასტურებული შემთხვევები
4,en,ka,proper noun,"Short for ""Centers for Disease Control and Prevention"": a US federal agency under the Department of Health and Human Services, whose main goal is to protect public health and safety through the control and prevention of disease.",CDC,CDC
5,en,ka,noun,"A formal name for the disease caused by the SARS-CoV-2 virus, responsible for the 2019/2020 global pandemic.",COVID-19,COVID-19
6,en,ka,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,COVID-19 testing center,COVID-19-ის ტესტირების ცენტრი
7,en,ka,noun,"An informal name for the SARS-CoV-2 virus (also known as ""novel coronavirus""), responsible for the 2019/2020 global pandemic of COVID-19 (the disease caused by the virus). Sometimes refers to the entire category of coronaviruses, of which SARS-CoV-2 is just one example.",coronavirus,კორონავირუსი
8,en,ka,noun,"In the context of coronavirus (COVID-19): a mask covering the nose, mouth and/or eyes of the wearer, intended to protect the wearer from spreading or contracting pathogens.",face mask,სახის ნიღაბი
9,en,ka,noun,"In the context of coronavirus (COVID-19): can be a person, such as a doctor, but also an organization, such as a hospital or insurance company.",healthcare provider,ჯანდაცვის პროვაიდერი
10,en,ka,noun,"In the context of coronavirus (COVID-19): a person who works in healthcare, such as a doctor or therapist.",healthcare professional,ჯანდაცვის სფეროს სპეციალისტი
11,en,ka,noun,"In the context of coronavirus (COVID-19): the practice of cleaning one's hands, e.g. with water and soap, in order to get rid of the virus and other pathogens.",hand-washing,ხელების დაბანა
12,en,ka,noun,In the context of coronavirus (COVID-19): the period of time between infection and the appearance of symptoms of the disease.,incubation period,საინკუბაციო პერიოდი
13,en,ka,noun,In the context of coronavirus (COVID-19): the practice of separating sick people from healthy people to prevent the spread of disease.,isolation,იზოლაცია
14,en,ka,noun,In the context of the coronavirus (COVID-19): the practice of restricting the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,კარანტინი
15,en,ka,verb,In the context of the coronavirus (COVID-19): to restrict the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,კარანტინი
16,en,ka,proper noun,"Short for ""National Institutes of Health Agency"": the primary US government agency responsible for biomedical and public health research; part of the United States Department of Health and Human Services.",NIH,NIH
17,en,ka,noun,"In the context of coronavirus (COVID-19): being within a close distance (1-2m) of another person, not necessarily having actual physical contact. Close contact is one possible way for the virus to spread from person to person.",close contact,ახლო კონტაქტი
18,en,ka,noun,In the context of coronavirus (COVID-19): the process of the virus spreading from person to person.,transmission,გადაცემა
19,en,ka,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have resulted in the end of the infected person's life.,deaths,გარდაცვლილთა რაოდენობა
20,en,ka,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,testing center,ტესტირების ცენტრი
21,en,ka,verb,"In the context of the coronavirus (COVID-19): to infect new people, in a particular area or globally.",spread,გავრცელება
22,en,ka,verb,A header for a set of five recommendations surfaced to users looking for coronavirus tips. See: https://www.google.com/search?q=coronavirus+tips&fbx=dothefive,Do the Five,გააკეთეთ ხუთი რამ
23,en,ka,proper noun,"A specialized agency of the United Nations that is concerned with world public health. Abbreviated as ""WHO"". See: https://en.wikipedia.org/wiki/World_Health_Organization",World Health Organization,ჯანდაცვის მსოფლიო ორგანიზაცია
24,en,ka,proper noun,"Short for ""World Health Organization"": a specialized agency of the United Nations that is concerned with world public health. See: https://en.wikipedia.org/wiki/World_Health_Organization",WHO,ჯანმო
25,en,ka,,,14 days in isolation,14 დღე იზოლაციაში
26,en,ka,,,14 days quarantine,14 დღიანი კარანტინი
27,en,ka,,,2019 coronavirus,2019 კორონავირუსი
28,en,ka,,,2019 novel coronavirus,2019 ახალი კორონავირუსი
29,en,ka,,,2019-nCoV,2019-nCoV
30,en,ka,,,2020 coronavirus,2020 კორონავირუსი
31,en,ka,,,2020 novel coronavirus,2020 ახალი კორონავირუსი
33,en,ka,,,about coronavirus,კორონავირუსის შესახებ
39,en,ka,,,acute respiratory distress syndrome,მწვავე რესპირატორული დისტრეს სინდრომი
40,en,ka,,,advanced hand sanitizer,გაუმჯობესებული ხელის სადეზინფექციო საშუალება
41,en,ka,,,Affected by coronavirus,კორონავირუსით დაზიანებული
42,en,ka,,,after exposure,დაინფიცირების წყაროსთან კონტაქტის შემდეგ
43,en,ka,,,After the epidemic,ეპიდემიის შემდეგ
44,en,ka,,,After the outbreak,ეპიდემიური აფეთქების შემდეგ
47,en,ka,,,airborne virus,ჰაერწვეთოვანი გზით გადაცემადი ვირუსი
48,en,ka,,,alcohol based hand sanitizer,სპირტზე დამზადებული ხელის სადეზინფექციო საშუალება
49,en,ka,,,alcohol hand sanitizer,სპირტის შემცველი ხელის სადეზინფექციო საშუალება
51,en,ka,,,alcohol-based hand sanitizer,სპირტზე დამზადებული ხელის სადეზინფექციო საშუალება
59,en,ka,,,Anti-Corona virus spray,კორონავირუსის საწინააღმდეგო სპრეი
60,en,ka,,,antibacterial hand sanitizer,ხელის ანტიბაქტერიული სადეზინფექციო საშუალება
61,en,ka,,,ARDS,ARDS
64,en,ka,,,avoid exposure,დაინფიცირების წყაროსთან კონტაქტის თავიდან აცილება
65,en,ka,,,be infected,დაინფიცირებული
75,en,ka,,,Beware of coronavirus,უფრთხილდით კორონავირუსს
76,en,ka,,,bilateral interstitial pneumonia,ორმხრივი ინტერსტიციალური პნევმონია
77,en,ka,,,CDC,CDC
78,en,ka,,,Center for Disease Control,დაავადებათა კონტროლის ცენტრი
83,en,ka,,,community spread,საზოგადოებაში გავრცელება
84,en,ka,,,compulsory quarantine,სავალდებულო კარანტინი
85,en,ka,,,contagious,გადამდები
135,en,ka,,,coronavirus,კორონავირუსი
136,en,ka,,,coronavirus (COVID-19),კორონავირუსი (COVID-19)
137,en,ka,,,coronavirus alert,კორონავირუსთან დაკავშირებული განგაში
139,en,ka,,,coronavirus cases,კორონავირუსის შემთხვევები
141,en,ka,,,coronavirus concerns,კორონავირუსთან დაკავშირებული საკითხები
143,en,ka,,,coronavirus crisis,კორონავირუსით გამოწვეული კრიზისი
149,en,ka,,,coronavirus disease,კორონავირუსული დაავადება
150,en,ka,,,Coronavirus disease (COVID-19) outbreak,კორონავირუსით გამოწვეული დაავადების (COVID-19) ეპიდემიური აფეთქება
153,en,ka,,,coronavirus early symptoms,კორონავირუსის ადრეული სიმპტომები
155,en,ka,,,coronavirus epidemic,კორონავირუსის ეპიდემია
156,en,ka,,,coronavirus exposure,კონტაქტი კორონავირუსით დაინფიცირების წყაროსთან
161,en,ka,,,coronavirus incubation,კორონავირუსის საინკუბაციო პერიოდი
162,en,ka,,,coronavirus incubation period,კორონავირუსის საინკუბაციო პერიოდი
163,en,ka,,,coronavirus infection,კორონავირუსული ინფექცია
168,en,ka,,,coronavirus map,კორონავირუსის გავრცელების რუკა
170,en,ka,,,coronavirus medicine,კორონავირუსის საწინააღმდეგო წამალი
171,en,ka,,,coronavirus medicines,კორონავირუსის საწინააღმდეგო წამლები
172,en,ka,,,coronavirus news,ახალი ამბები კორონავირუსის შესახებ
173,en,ka,,,coronavirus outbreak,კორონავირუსის აფეთქება
174,en,ka,,,coronavirus pandemic,კორონავირუსის პანდემია
176,en,ka,,,coronavirus pneumonia,კორონავირუსით გამოწვეული პნევმონია
177,en,ka,,,coronavirus precautions,კორონავირუსთან დაკავშირებული სიფრთხილის ზომები
178,en,ka,,,coronavirus prevention,კორონავირუსის პრევენცია
179,en,ka,,,coronavirus protection,კორონავირუსისგან დაცვა
180,en,ka,,,coronavirus quarantine,კარანტინი კორონავირუსის გამო
182,en,ka,,,coronavirus SOS Alert,SOS განგაში კორონავირუსის გამო
183,en,ka,,,coronavirus spread,კორონავირუსის გავრცელება
184,en,ka,,,coronavirus symptoms,კორონავირუსის სიმპტომები
185,en,ka,,,coronavirus transmission,კორონავირუსის გადაცემა
186,en,ka,,,coronavirus travel ban,მოგზაურობის აკრძალვა კორონავირუსის გამო
187,en,ka,,,coronavirus travel restrictions,მოგზაურობის შეზღუდვები კორონავირუსის გამო
188,en,ka,,,coronavirus treatment,კორონავირუსის მკურნალობა
190,en,ka,,,coronavirus update,სიახლე კორონავირუსის შესახებ
191,en,ka,,,coronavirus vaccine,კორონავირუსის საწინააღმდეგო ვაქცინა
192,en,ka,,,coronavirus vaccines,კორონავირუსის საწინააღმდეგო ვაქცინები
198,en,ka,,,covid cases,COVID-ის შემთხვევები
