stringID,sourceLang,targetLang,pos,description,sourceString,targetString
1,en,nl,adjective,"In the context of coronavirus (COVID-19): transmissible by direct or indirect contact with an infected person (describes the disease or the virus, not a person).",contagious,besmettelijk
2,en,nl,noun,In the context of coronavirus (COVID-19): known cases of people who currently have the disease.,active cases,actieve gevallen
3,en,nl,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have been confirmed via medical testing.,confirmed cases,bevestigde gevallen
4,en,nl,proper noun,"Short for ""Centers for Disease Control and Prevention"": a US federal agency under the Department of Health and Human Services, whose main goal is to protect public health and safety through the control and prevention of disease.",CDC,CDC
5,en,nl,noun,"A formal name for the disease caused by the SARS-CoV-2 virus, responsible for the 2019/2020 global pandemic.",COVID-19,COVID-19
6,en,nl,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,COVID-19 testing center,COVID-19-testcentrum
7,en,nl,noun,"An informal name for the SARS-CoV-2 virus (also known as ""novel coronavirus""), responsible for the 2019/2020 global pandemic of COVID-19 (the disease caused by the virus). Sometimes refers to the entire category of coronaviruses, of which SARS-CoV-2 is just one example.",coronavirus,coronavirus
8,en,nl,noun,"In the context of coronavirus (COVID-19): a mask covering the nose, mouth and/or eyes of the wearer, intended to protect the wearer from spreading or contracting pathogens.",face mask,"mondkapje, if very specific covering eyes as well: gezichtsmasker"
9,en,nl,noun,"In the context of coronavirus (COVID-19): can be a person, such as a doctor, but also an organization, such as a hospital or insurance company.",healthcare provider,zorgverlener
10,en,nl,noun,"In the context of coronavirus (COVID-19): a person who works in healthcare, such as a doctor or therapist.",healthcare professional,medisch professional
11,en,nl,noun,"In the context of coronavirus (COVID-19): the practice of cleaning one's hands, e.g. with water and soap, in order to get rid of the virus and other pathogens.",hand-washing,handen wassen
12,en,nl,noun,In the context of coronavirus (COVID-19): the period of time between infection and the appearance of symptoms of the disease.,incubation period,incubatietijd
13,en,nl,noun,In the context of coronavirus (COVID-19): the practice of separating sick people from healthy people to prevent the spread of disease.,isolation,isolatie
14,en,nl,noun,In the context of the coronavirus (COVID-19): the practice of restricting the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,quarantaine
15,en,nl,verb,In the context of the coronavirus (COVID-19): to restrict the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,in quarantaine plaatsen
16,en,nl,proper noun,"Short for ""National Institutes of Health Agency"": the primary US government agency responsible for biomedical and public health research; part of the United States Department of Health and Human Services.",NIH,NIH
17,en,nl,noun,"In the context of coronavirus (COVID-19): being within a close distance (1-2m) of another person, not necessarily having actual physical contact. Close contact is one possible way for the virus to spread from person to person.",close contact,nauw contact
18,en,nl,noun,In the context of coronavirus (COVID-19): the process of the virus spreading from person to person.,transmission,overdragen
19,en,nl,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have resulted in the end of the infected person's life.,deaths,sterfgevallen
20,en,nl,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,testing center,testcentrum
21,en,nl,verb,"In the context of the coronavirus (COVID-19): to infect new people, in a particular area or globally.",spread,verspreiden
22,en,nl,verb,A header for a set of five recommendations surfaced to users looking for coronavirus tips. See: https://www.google.com/search?q=coronavirus+tips&fbx=dothefive,Do the Five,Doe deze 5 dingen
23,en,nl,proper noun,"A specialized agency of the United Nations that is concerned with world public health. Abbreviated as ""WHO"". See: https://en.wikipedia.org/wiki/World_Health_Organization",World Health Organization,Wereldgezondheidsorganisatie
24,en,nl,proper noun,"Short for ""World Health Organization"": a specialized agency of the United Nations that is concerned with world public health. See: https://en.wikipedia.org/wiki/World_Health_Organization",WHO,WHO
25,en,nl,,,14 days in isolation,14 dagen in isolatie
26,en,nl,,,14 days quarantine,14 dagen quarantaine
27,en,nl,,,2019 coronavirus,coronavirus 2019
28,en,nl,,,2019 novel coronavirus,nieuw coronavirus uit 2019
29,en,nl,,,2019-nCoV,2019-nCoV
30,en,nl,,,2020 coronavirus,coronavirus 2020
31,en,nl,,,2020 novel coronavirus,nieuw coronavirus uit 2020
33,en,nl,,,about coronavirus,over coronavirus
39,en,nl,,,acute respiratory distress syndrome,acute respiratory distress syndrome
40,en,nl,,,advanced hand sanitizer,geavanceerd handreinigingsmiddel
41,en,nl,,,Affected by coronavirus,Getroffen door coronavirus
42,en,nl,,,after exposure,na blootstelling
43,en,nl,,,After the epidemic,Na de epidemie
44,en,nl,,,After the outbreak,Na de uitbraak
47,en,nl,,,airborne virus,door de lucht verspreid virus
48,en,nl,,,alcohol based hand sanitizer,handreinigingsmiddel met alcohol
49,en,nl,,,alcohol hand sanitizer,handreinigingsmiddel met alcohol
51,en,nl,,,alcohol-based hand sanitizer,handreinigingsmiddel met alcohol
59,en,nl,,,Anti-Corona virus spray,anti-coronavirus-spray
60,en,nl,,,antibacterial hand sanitizer,antibacterieel handreinigingsmiddel
61,en,nl,,,ARDS,ARDS
64,en,nl,,,avoid exposure,blootstelling vermijden
65,en,nl,,,be infected,besmet worden
75,en,nl,,,Beware of coronavirus,Houd rekening met het coronavirus
76,en,nl,,,bilateral interstitial pneumonia,dubbele interstitiële longontsteking
77,en,nl,,,CDC,CDC
78,en,nl,,,Center for Disease Control,Center for Disease Control
83,en,nl,,,community spread,lokale verspreiding
84,en,nl,,,compulsory quarantine,verplichte quarantaine
85,en,nl,,,contagious,besmettelijk
135,en,nl,,,coronavirus,coronavirus
136,en,nl,,,coronavirus (COVID-19),coronavirus (COVID-19)
137,en,nl,,,coronavirus alert,coronaviruswaarschuwing
139,en,nl,,,coronavirus cases,coronagevallen
141,en,nl,,,coronavirus concerns,zorgen over het coronavirus
143,en,nl,,,coronavirus crisis,coronacrisis
149,en,nl,,,coronavirus disease,coronavirusziekte
