stringID,sourceLang,targetLang,pos,description,sourceString,targetString
xx_151,da,en,,,Hvor dødelig er coronavirus?,How lethal is the coronavirus?
xx_152,da,en,,,Zoonotisk virus,Zoonotic virus
xx_153,da,en,,,Kappeklædte RNA-virus,Enveloped RNA-virus
xx_154,da,en,,,Hvad er COVID-19?,What is COVID-19?
xx_155,da,en,,,Overførsel af smitte,Transfer of infection
xx_156,da,en,,,Smittespredning,Spread of infection
xx_157,da,en,,,Udfladning af kurven,Flattening the curve
xx_158,da,en,,,Karantæneramt på grund af coronavirus,Quarantined because of coronavirus
xx_159,da,en,,,Blive testet for coronavirus,Become tested for coronavirus
xx_160,da,en,,,Hotline om coronavirus,Hotline for coronavirus
xx_161,da,en,,,Om coronavirus/covid-19,About coronavirus/covid-19
xx_162,da,en,,,Fokus på udsatte grupper,Focus on exposed groups
xx_163,da,en,,,Nedlukning af Danmark,Closing down of Denmark
xx_164,da,en,,,Genåbning efter corona,Reopening after corona
xx_165,da,en,,,Hvis du har corona-symptomer,If you have corona-symptoms
xx_166,da,en,,,Myndighedernes anbefalinger,Recommendations of the authorities
xx_167,da,en,,,Styrelsen for patientsikkerhed,The Agency for patient safety
xx_168,da,en,,,Sådan kan covid-19 udvikle sig,This is how covid-19 can develop
xx_169,da,en,,,Info om corona-virus,Info about corona-virus
xx_170,da,en,,,Penge tilbage for ferie,Money returned for vacation
xx_171,da,en,,,Sådan er du stillet,This is how you are situated
xx_172,da,en,,,Forebyggelse af smitte,Prevention of infection
xx_173,da,en,,,Er du smittet?,Are you infected
xx_174,da,en,,,Vigtigste nyheder om coronavirus,The most important news about coronavirus
xx_175,da,en,,,"Smittede, døde og indlagte","Infected, deceased and admitted to hospital"
xx_176,da,en,,,"Udvikling, symptomer og behandling","Development, symptoms and treatment"
xx_177,da,en,,,De seneste danske coronatal,The latest Danish corona numbers
xx_178,da,en,,,Spørgsmål og svar om corona,Questions and answers about corona
xx_179,da,en,,,Udenrigsministeriets rejsevejledninger,The Foreign Ministry's travel guidance
xx_180,da,en,,,Hvordan påvirker coronavirus min rejse,How does coronavirus affect my trip
xx_181,da,en,,,Inddæmning af coronavirus,Containment of coronavirus
xx_182,da,en,,,Hvilke konsekvenser kan coronapandemien have,What are the consequences of the corona pandemic
xx_183,da,en,,,Hvordan behandler man coronavirus,How do you treat coronavirus
xx_184,da,en,,,Vaccine mod coronavirus,Vaccine against coronavirus
xx_185,da,en,,,Udvikling af coronavaccine,Development of corona vaccine
xx_186,da,en,,,RNA-genom,RNA-genome
xx_187,da,en,,,Udbrud med covid-19,Outbreak of covid-19
xx_188,da,en,,,Drive-in coronatest,Drive-in corona test
xx_189,da,en,,,Antal coronasmittede i Danmark,Number of people infected by corona in Denmark
xx_190,da,en,,,Selvisolation,Self isolation
xx_191,da,en,,,Hvem skal i hjemmekarantæne,Who should quarantine at home
xx_192,da,en,,,Tal for raskmeldte danskere,Number of Danes fit for work
xx_193,da,en,,,Hvor alvorlig er coronavirus?,How serious is coronavirus?
xx_194,da,en,,,Aflyst på grund af coronavirus,Canceled because of coronavirus
xx_195,da,en,,,Obligatorisk hjemmeisolation på 14 dage,Obligatory home isolation for 14 days
xx_196,da,en,,,Sådan dækker rejseforsikringen ved coronavirus,This is how travel insurance covers coronavirus
xx_197,da,en,,,Økonomiske konsekvenser af coronavirus,Economic consequences of coronavirus
xx_198,da,en,,,Udvikling af Corona i Danmark,Development of Corona in Denmark
xx_199,da,en,,,Coronavirussens genom,The coronavirus' genome
xx_200,da,en,,,Coronarelateret kriminalitet,Corona related criminality
