stringID,sourceLang,targetLang,pos,description,sourceString,targetString
1,en,be,adjective,"In the context of coronavirus (COVID-19): transmissible by direct or indirect contact with an infected person (describes the disease or the virus, not a person).",contagious,заразны
2,en,be,noun,In the context of coronavirus (COVID-19): known cases of people who currently have the disease.,active cases,адкрытыя выпадкі
3,en,be,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have been confirmed via medical testing.,confirmed cases,пацверджаныя выпадкі
4,en,be,proper noun,"Short for ""Centers for Disease Control and Prevention"": a US federal agency under the Department of Health and Human Services, whose main goal is to protect public health and safety through the control and prevention of disease.",CDC,CDC
5,en,be,noun,"A formal name for the disease caused by the SARS-CoV-2 virus, responsible for the 2019/2020 global pandemic.",COVID-19,COVID-19
6,en,be,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,COVID-19 testing center,цэнтр дыягностыкі COVID-19
7,en,be,noun,"An informal name for the SARS-CoV-2 virus (also known as ""novel coronavirus""), responsible for the 2019/2020 global pandemic of COVID-19 (the disease caused by the virus). Sometimes refers to the entire category of coronaviruses, of which SARS-CoV-2 is just one example.",coronavirus,каранавірус
8,en,be,noun,"In the context of coronavirus (COVID-19): a mask covering the nose, mouth and/or eyes of the wearer, intended to protect the wearer from spreading or contracting pathogens.",face mask,маска для твару
9,en,be,noun,"In the context of coronavirus (COVID-19): can be a person, such as a doctor, but also an organization, such as a hospital or insurance company.",healthcare provider,пастаўшчык медыцынскіх паслуг
10,en,be,noun,"In the context of coronavirus (COVID-19): a person who works in healthcare, such as a doctor or therapist.",healthcare professional,медыцынскі работнік
11,en,be,noun,"In the context of coronavirus (COVID-19): the practice of cleaning one's hands, e.g. with water and soap, in order to get rid of the virus and other pathogens.",hand-washing,мыццё рук
12,en,be,noun,In the context of coronavirus (COVID-19): the period of time between infection and the appearance of symptoms of the disease.,incubation period,інкубацыйны перыяд
13,en,be,noun,In the context of coronavirus (COVID-19): the practice of separating sick people from healthy people to prevent the spread of disease.,isolation,ізаляцыя
14,en,be,noun,In the context of the coronavirus (COVID-19): the practice of restricting the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,каранцін
15,en,be,verb,In the context of the coronavirus (COVID-19): to restrict the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,змяшчаць на каранцін
16,en,be,proper noun,"Short for ""National Institutes of Health Agency"": the primary US government agency responsible for biomedical and public health research; part of the United States Department of Health and Human Services.",NIH,NIH
17,en,be,noun,"In the context of coronavirus (COVID-19): being within a close distance (1-2m) of another person, not necessarily having actual physical contact. Close contact is one possible way for the virus to spread from person to person.",close contact,блізкі кантакт
18,en,be,noun,In the context of coronavirus (COVID-19): the process of the virus spreading from person to person.,transmission,перадача
19,en,be,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have resulted in the end of the infected person's life.,deaths,лятальныя вынікі
20,en,be,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,testing center,цэнтр дыягностыкі
21,en,be,verb,"In the context of the coronavirus (COVID-19): to infect new people, in a particular area or globally.",spread,распаўсюджвацца
22,en,be,verb,A header for a set of five recommendations surfaced to users looking for coronavirus tips. See: https://www.google.com/search?q=coronavirus+tips&fbx=dothefive,Do the Five,Пяць правіл
23,en,be,proper noun,"A specialized agency of the United Nations that is concerned with world public health. Abbreviated as ""WHO"". See: https://en.wikipedia.org/wiki/World_Health_Organization",World Health Organization,Сусветная арганізацыя аховы здароўя
24,en,be,proper noun,"Short for ""World Health Organization"": a specialized agency of the United Nations that is concerned with world public health. See: https://en.wikipedia.org/wiki/World_Health_Organization",WHO,СААЗ
25,en,be,,,14 days in isolation,14 дзён у ізаляцыі
26,en,be,,,14 days quarantine,14 дзён каранціна
27,en,be,,,2019 coronavirus,каранавірус 2019
28,en,be,,,2019 novel coronavirus,новы каранавірус 2019
29,en,be,,,2019-nCoV,новы каранавірус 2019-nCoV
30,en,be,,,2020 coronavirus,каранавірус 2020
31,en,be,,,2020 novel coronavirus,новы каранавірус 2020
33,en,be,,,about coronavirus,пра каранавірус
39,en,be,,,acute respiratory distress syndrome,востры рэспіраторны дыстрэс сіндром
40,en,be,,,advanced hand sanitizer,новы дэзінфіцыруючы сродак для рук
41,en,be,,,Affected by coronavirus,Пашкоджаны каранавірусам
42,en,be,,,after exposure,пасля ўздзеяння
43,en,be,,,After the epidemic,Пасля эпідэміі
44,en,be,,,After the outbreak,Пасля ўспышкі
47,en,be,,,airborne virus,"вірус, перадаючыся паветрана-кропельным шляхам"
48,en,be,,,alcohol based hand sanitizer,дэзінфіцыруючы сродак для рук на аснове спірту
49,en,be,,,alcohol hand sanitizer,спіртавы дэзінфіцыруючы сродак для рук
51,en,be,,,alcohol-based hand sanitizer,дэзінфіцыруючы сродак для рук на аснове спірту
59,en,be,,,Anti-Corona virus spray,Спрэй супраць каранавіруса
60,en,be,,,antibacterial hand sanitizer,антыбактэрыяльны дэзінфіцыруючы сродак для рук
61,en,be,,,ARDS,ARDS
64,en,be,,,avoid exposure,пазбягаць уздзеяння
65,en,be,,,be infected,заразіцца
75,en,be,,,Beware of coronavirus,Асцерагайцеся каранавіруса
76,en,be,,,bilateral interstitial pneumonia,двухбаковая інтэрсціцыяльная пнеўманія
77,en,be,,,CDC,Цэнтр кантролю захворванняў
78,en,be,,,Center for Disease Control,Цэнтр кантролю захворванняў
83,en,be,,,community spread,агульнае распаўсюджванне
84,en,be,,,compulsory quarantine,абавязковы каранцін
85,en,be,,,contagious,інфекцыйны
135,en,be,,,coronavirus,каранавірус
136,en,be,,,coronavirus (COVID-19),каранавірус (COVID-19)
137,en,be,,,coronavirus alert,папярэджанне аб каранавірусе
139,en,be,,,coronavirus cases,выпадкі каранавіруса
141,en,be,,,coronavirus concerns,занепакоенасць каранавірусам
143,en,be,,,coronavirus crisis,крызіс каранавіруса
149,en,be,,,coronavirus disease,каранавірусная інфекцыя
150,en,be,,,Coronavirus disease (COVID-19) outbreak,Успышка каранавіруснай інфекцыі (COVID-19)
153,en,be,,,coronavirus early symptoms,раннія сімптомы каранавіруса
155,en,be,,,coronavirus epidemic,эпідэмія каранавіруса
156,en,be,,,coronavirus exposure,уздзеянне каранавіруса
161,en,be,,,coronavirus incubation,інкубацыйны перыяд каранавіруса
162,en,be,,,coronavirus incubation period,інкубацыйны перыяд каранавіруса
163,en,be,,,coronavirus infection,каранавірусная інфекцыя
168,en,be,,,coronavirus map,карта каранавіруса
170,en,be,,,coronavirus medicine,лекі ад каранавіруса
171,en,be,,,coronavirus medicines,лекі ад каранавіруса
172,en,be,,,coronavirus news,навіны аб каранавірусе
173,en,be,,,coronavirus outbreak,успышка каранавіруса
174,en,be,,,coronavirus pandemic,пандэмія каранавіруса
176,en,be,,,coronavirus pneumonia,каранавірусная пнеўманія
177,en,be,,,coronavirus precautions,меры засцярогі ад каранавіруса
178,en,be,,,coronavirus prevention,прафілактыка каранавіруса
179,en,be,,,coronavirus protection,засцярога ад каранавіруса
180,en,be,,,coronavirus quarantine,каранавірусны каранцін
182,en,be,,,coronavirus SOS Alert,Сігнал СОС каранавіруса
183,en,be,,,coronavirus spread,распаўсюджванне каранавіруса
184,en,be,,,coronavirus symptoms,сімптомы каранавіруса
185,en,be,,,coronavirus transmission,перадача каранавіруса
186,en,be,,,coronavirus travel ban,забарона на вандраванне ў сувязі з каранавірусам
187,en,be,,,coronavirus travel restrictions,абмежаванні на вандраванне ў сувязі з каранавірусам
188,en,be,,,coronavirus treatment,лячэнне каранавіруса
190,en,be,,,coronavirus update,апошнія даныя аб каранвірусе
191,en,be,,,coronavirus vaccine,вакцына ад каранавіруса
192,en,be,,,coronavirus vaccines,вакцыны ад каранавіруса
198,en,be,,,covid cases,выпадкі каранавіруснай інфекцыі covid
205,en,be,,,covid early symptoms,раннія сімптомы каранавіруснай інфекцыі covid
213,en,be,,,covid incubation period,інкубацыйны перыяд каранавіруснай інфекцыі covid
215,en,be,,,covid international spread,міжнароднае распаўсюджванне каранавіруснай інфекцыі covid
216,en,be,,,covid international travel,міжнароднае вандраванне каранавіруснай інфекцыі covid
217,en,be,,,covid isolation,ізаляцыя каранавіруснай інфекцыі covid
219,en,be,,,covid map,карта каранавіруснай інфекцыі covid
220,en,be,,,covid medicine,лекі ад каранвіруснай інфекцыі covid
221,en,be,,,covid medicines,лекі ад каранавіруснай інфекцыі covid
222,en,be,,,covid news,навіны аб каранвіруснай інфекцыі covid
223,en,be,,,covid outbreak,успышка каранавіруснай інфекцыі covid
224,en,be,,,covid pandemic,пандэмія каранвіруснай інфекцыі covid
225,en,be,,,covid panic,паніка падчас каранавіруснай інфекцыі covid
228,en,be,,,covid SOS Alert,Сігнал СОС каранавіруснай інфекцыі covid
230,en,be,,,covid symptoms,сімптомы каранавіруснай інфекцыі covid
231,en,be,,,covid transmission,перадача каранавіруснай інфекцыі covid
232,en,be,,,covid travel ban,забарона на вандраванне ў сувязі з каранавіруснай інфекцыяй covid
