stringID,sourceLang,targetLang,pos,description,sourceString,targetString
1,en,uk,adjective,"In the context of coronavirus (COVID-19): transmissible by direct or indirect contact with an infected person (describes the disease or the virus, not a person).",contagious,заразний
2,en,uk,noun,In the context of coronavirus (COVID-19): known cases of people who currently have the disease.,active cases,активні випадки
3,en,uk,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have been confirmed via medical testing.,confirmed cases,підтверджені випадки
4,en,uk,proper noun,"Short for ""Centers for Disease Control and Prevention"": a US federal agency under the Department of Health and Human Services, whose main goal is to protect public health and safety through the control and prevention of disease.",CDC,Центри з контролю та профілактики захворювань у США
5,en,uk,noun,"A formal name for the disease caused by the SARS-CoV-2 virus, responsible for the 2019/2020 global pandemic.",COVID-19,COVID-19
6,en,uk,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,COVID-19 testing center,центр тестування на COVID-19
7,en,uk,noun,"An informal name for the SARS-CoV-2 virus (also known as ""novel coronavirus""), responsible for the 2019/2020 global pandemic of COVID-19 (the disease caused by the virus). Sometimes refers to the entire category of coronaviruses, of which SARS-CoV-2 is just one example.",coronavirus,коронавірус
8,en,uk,noun,"In the context of coronavirus (COVID-19): a mask covering the nose, mouth and/or eyes of the wearer, intended to protect the wearer from spreading or contracting pathogens.",face mask,маска для обличчя
9,en,uk,noun,"In the context of coronavirus (COVID-19): can be a person, such as a doctor, but also an organization, such as a hospital or insurance company.",healthcare provider,постачальник медичних послуг : медичний заклад : медзаклад
10,en,uk,noun,"In the context of coronavirus (COVID-19): a person who works in healthcare, such as a doctor or therapist.",healthcare professional,медичний працівник : медпрацівник : медперсонал
11,en,uk,noun,"In the context of coronavirus (COVID-19): the practice of cleaning one's hands, e.g. with water and soap, in order to get rid of the virus and other pathogens.",hand-washing,миття рук
12,en,uk,noun,In the context of coronavirus (COVID-19): the period of time between infection and the appearance of symptoms of the disease.,incubation period,інкубаційний період
13,en,uk,noun,In the context of coronavirus (COVID-19): the practice of separating sick people from healthy people to prevent the spread of disease.,isolation,ізоляція
14,en,uk,noun,In the context of the coronavirus (COVID-19): the practice of restricting the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,карантин
15,en,uk,verb,In the context of the coronavirus (COVID-19): to restrict the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,карантин
16,en,uk,proper noun,"Short for ""National Institutes of Health Agency"": the primary US government agency responsible for biomedical and public health research; part of the United States Department of Health and Human Services.",NIH,Національний інститут охорони здоров'я США
17,en,uk,noun,"In the context of coronavirus (COVID-19): being within a close distance (1-2m) of another person, not necessarily having actual physical contact. Close contact is one possible way for the virus to spread from person to person.",close contact,близький контакт
18,en,uk,noun,In the context of coronavirus (COVID-19): the process of the virus spreading from person to person.,transmission,передавання (вірусу)
19,en,uk,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have resulted in the end of the infected person's life.,deaths,смерті
20,en,uk,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,testing center,центр тестування
21,en,uk,verb,"In the context of the coronavirus (COVID-19): to infect new people, in a particular area or globally.",spread,поширення (захворювання)
22,en,uk,verb,A header for a set of five recommendations surfaced to users looking for coronavirus tips. See: https://www.google.com/search?q=coronavirus+tips&fbx=dothefive,Do the Five,П'ять рекомендацій
23,en,uk,proper noun,"A specialized agency of the United Nations that is concerned with world public health. Abbreviated as ""WHO"". See: https://en.wikipedia.org/wiki/World_Health_Organization",World Health Organization,Всесвітня організація охорони здоров'я
24,en,uk,proper noun,"Short for ""World Health Organization"": a specialized agency of the United Nations that is concerned with world public health. See: https://en.wikipedia.org/wiki/World_Health_Organization",WHO,ВООЗ
25,en,uk,,,14 days in isolation,14 днів в ізоляції
26,en,uk,,,14 days quarantine,14-денний карантин
27,en,uk,,,2019 coronavirus,коронавірус 2019 року
28,en,uk,,,2019 novel coronavirus,2019 новий коронавірус
29,en,uk,,,2019-nCoV,2019-nCoV
30,en,uk,,,2020 coronavirus,коронавірус 2020 року
31,en,uk,,,2020 novel coronavirus,2020 новий коронавірус
33,en,uk,,,about coronavirus,про коронавірус
39,en,uk,,,acute respiratory distress syndrome,гострий респіраторний дистрес-синдром
40,en,uk,,,advanced hand sanitizer,Advanced Hand Sanitizer
41,en,uk,,,Affected by coronavirus,Постраждалий від коронавірусу
42,en,uk,,,after exposure,після контакту
43,en,uk,,,After the epidemic,Після епідемії
44,en,uk,,,After the outbreak,Після спалаху
47,en,uk,,,airborne virus,вірус у повітрі
48,en,uk,,,alcohol based hand sanitizer,спиртовий санітайзер для рук
49,en,uk,,,alcohol hand sanitizer,спиртовий санітайзер для рук
51,en,uk,,,alcohol-based hand sanitizer,санітайзер для рук на спиртовій основі
59,en,uk,,,Anti-Corona virus spray,Спрей проти коронавірусу
60,en,uk,,,antibacterial hand sanitizer,антибактеріальний санітайзер для рук
61,en,uk,,,ARDS,ГРДС
64,en,uk,,,avoid exposure,уникати контакту
65,en,uk,,,be infected,бути зараженим
75,en,uk,,,Beware of coronavirus,Остерігайтеся коронавірусу
76,en,uk,,,bilateral interstitial pneumonia,двостороння інтерстиціальна пневмонія
77,en,uk,,,CDC,CDC
78,en,uk,,,Center for Disease Control,Center for Disease Control
83,en,uk,,,community spread,поширення в населених пунктах
84,en,uk,,,compulsory quarantine,примусовий карантин
85,en,uk,,,contagious,заразний
135,en,uk,,,coronavirus,коронавірус
136,en,uk,,,coronavirus (COVID-19),коронавірус (COVID-19)
137,en,uk,,,coronavirus alert,оповіщення про коронавірус
139,en,uk,,,coronavirus cases,випадки коронавірусу
141,en,uk,,,coronavirus concerns,проблема коронавірусу
143,en,uk,,,coronavirus crisis,коронавірусна криза
149,en,uk,,,coronavirus disease,коронавірус хвороба
150,en,uk,,,Coronavirus disease (COVID-19) outbreak,Спалах коронавірусної інфекції COVID-19
153,en,uk,,,coronavirus early symptoms,перші симптоми коронавірусу
155,en,uk,,,coronavirus epidemic,епідемія коронавірусу
156,en,uk,,,coronavirus exposure,контакт із коронавірусом
161,en,uk,,,coronavirus incubation,інкубаційний період коронавірусу
162,en,uk,,,coronavirus incubation period,інкубаційний період коронавірусу
163,en,uk,,,coronavirus infection,коронавірусна інфекція
168,en,uk,,,coronavirus map,карта поширення коронавірусу
170,en,uk,,,coronavirus medicine,ліки від коронавірусу
171,en,uk,,,coronavirus medicines,препарати від коронавірусу
172,en,uk,,,coronavirus news,новини про коронавірус
173,en,uk,,,coronavirus outbreak,спалах коронавірусу
174,en,uk,,,coronavirus pandemic,пандемія коронавірусу
176,en,uk,,,coronavirus pneumonia,коронавірусна пневмонія
177,en,uk,,,coronavirus precautions,запобіжні заходи від коронавірусу
178,en,uk,,,coronavirus prevention,профілактика коронавірусу
179,en,uk,,,coronavirus protection,захист від коронавірусу
180,en,uk,,,coronavirus quarantine,коронавірусний карантин
182,en,uk,,,coronavirus SOS Alert,оповіщення про надзвичайну ситуацію з коронавірусом
183,en,uk,,,coronavirus spread,поширення коронавірусу
184,en,uk,,,coronavirus symptoms,симптоми коронавірусу
185,en,uk,,,coronavirus transmission,передача коронавірусу
186,en,uk,,,coronavirus travel ban,заборона на поїздки у зв’язку з коронавірусом
187,en,uk,,,coronavirus travel restrictions,обмеження на поїздки у зв’язку з коронавірусом
188,en,uk,,,coronavirus treatment,лікування коронавірусу
190,en,uk,,,coronavirus update,новини про коронавірус
191,en,uk,,,coronavirus vaccine,вакцина від коронавірусу
192,en,uk,,,coronavirus vaccines,вакцини від коронавірусу
198,en,uk,,,covid cases,випадки COVID
205,en,uk,,,covid early symptoms,COVID перші симптоми
213,en,uk,,,covid incubation period,COVID інкубаційний період
215,en,uk,,,covid international spread,COVID міжнародне поширення
216,en,uk,,,covid international travel,COVID міжнародні поїздки
217,en,uk,,,covid isolation,COVID ізоляція
219,en,uk,,,covid map,карта COVID
220,en,uk,,,covid medicine,ліки від COVID
221,en,uk,,,covid medicines,препарати від COVID
222,en,uk,,,covid news,новини про COVID
223,en,uk,,,covid outbreak,спалах COVID
224,en,uk,,,covid pandemic,пандемія COVID
225,en,uk,,,covid panic,COVID паніка
228,en,uk,,,covid SOS Alert,оповіщення про надзвичайну ситуацію через COVID
230,en,uk,,,covid symptoms,симптоми COVID
231,en,uk,,,covid transmission,передача COVID
232,en,uk,,,covid travel ban,заборона на поїздки у зв’язку з COVID
233,en,uk,,,covid travel restrictions,обмеження на поїздки у зв’язку з COVID
234,en,uk,,,covid treatment,лікування COVID
236,en,uk,,,covid vaccine,вакцина від COVID
237,en,uk,,,covid vaccines,вакцини від COVID
242,en,uk,,,covid-19,COVID-19
243,en,uk,,,covid-19 alert,оповіщення про COVID-19
244,en,uk,,,covid-19 cases,випадки COVID-19
245,en,uk,,,covid-19 CDC,COVID-19 CDC
246,en,uk,,,covid-19 contagious,COVID-19 заразність
247,en,uk,,,covid-19 cure,COVID-19 ліки
248,en,uk,,,covid-19 dangerous,COVID-19 небезпека
249,en,uk,,,covid-19 deadly,COVID-19 смертельний
250,en,uk,,,covid-19 death,COVID-19 смерть
251,en,uk,,,covid-19 deaths,COVID-19 смерті
252,en,uk,,,covid-19 domestic travel,COVID-19 внутрішні поїздки
253,en,uk,,,covid-19 early symptoms,перші симптоми COVID-19
254,en,uk,,,covid-19 effects,прояви COVID-19
255,en,uk,,,covid-19 epidemic,епідемія COVID-19
256,en,uk,,,covid-19 exposure,контакт із COVID-19
257,en,uk,,,covid-19 fatal,COVID-19 летальність
258,en,uk,,,covid-19 fever,COVID-19 лихоманка
259,en,uk,,,covid-19 illness,COVID-19 хвороба
260,en,uk,,,covid-19 incubation,інкубаційний період COVID-19
261,en,uk,,,covid-19 incubation period,інкубаційний період COVID-19
262,en,uk,,,covid-19 infection,COVID-19 інфекція
263,en,uk,,,covid-19 international spread,міжнародне поширення COVID-19
264,en,uk,,,covid-19 international travel,COVID-19 міжнародні поїздки
265,en,uk,,,covid-19 isolation,COVID-19 ізоляція
266,en,uk,,,covid-19 lockdown,COVID-19 закриття міст
267,en,uk,,,covid-19 map,карта поширення COVID-19
268,en,uk,,,covid-19 medicine,ліки від COVID-19
269,en,uk,,,covid-19 medicines,препарати від COVID-19
270,en,uk,,,covid-19 news,новини про COVID-19
271,en,uk,,,covid-19 outbreak,спалах COVID-19
272,en,uk,,,covid-19 pandemic,пандемія COVID-19
273,en,uk,,,covid-19 panic,COVID-19 паніка
275,en,uk,,,covid-19 precautions,запобіжні заходи щодо COVID-19
276,en,uk,,,covid-19 protection,захист від COVID-19
277,en,uk,,,covid-19 quarantine,COVID-19 карантин
278,en,uk,,,covid-19 SOS Alert,оповіщення про надзвичайну ситуацію через COVID-19
279,en,uk,,,covid-19 spread,поширення COVID-19
280,en,uk,,,covid-19 symptoms,симптоми COVID-19
281,en,uk,,,covid-19 transmission,передача COVID-19
282,en,uk,,,covid-19 travel ban,заборона на поїздки через COVID-19
283,en,uk,,,covid-19 travel restrictions,обмеження на поїздки через COVID-19
284,en,uk,,,covid-19 treatment,лікування COVID-19
285,en,uk,,,covid-19 uncontrolled spread,неконтрольоване поширення COVID-19
286,en,uk,,,covid-19 vaccine,вакцина від COVID-19
287,en,uk,,,covid-19 vaccines,вакцини від COVID-19
288,en,uk,,,COVID-19 virus,вірус COVID-19
289,en,uk,,,covid-19 virus outbreak,спалах вірусу COVID-19
290,en,uk,,,covid-19 virus transmission,передача вірусу COVID-19
291,en,uk,,,covid-19 WHO,COVID-19 ВООЗ
292,en,uk,,,covid19,COVID-19
293,en,uk,,,covid19 alert,оповіщення щодо COVID-19
294,en,uk,,,covid19 cases,випадки COVID-19
295,en,uk,,,covid19 CDC,COVID-19 CDC
301,en,uk,,,covid19 deaths,COVID-19 смерті
302,en,uk,,,covid19 domestic travel,COVID-19 внутрішні поїздки
303,en,uk,,,covid19 effects,прояви COVID-19
304,en,uk,,,covid19 epidemic,епідемія COVID-19
305,en,uk,,,covid19 exposure,контакт із COVID-19
306,en,uk,,,covid19 fatal,COVID-19 летальний
307,en,uk,,,covid19 fever,COVID-19 лихоманка
308,en,uk,,,covid19 illness,COVID-19 хвороба
309,en,uk,,,covid19 incubation,інкубаційний період COVID-19
310,en,uk,,,covid19 incubation period,COVID-19 інкубаційний період
311,en,uk,,,covid19 infection,COVID-19 інфекція
312,en,uk,,,covid19 international spread,COVID-19 міжнародне поширення
313,en,uk,,,covid19 international travel,COVID-19 міжнародні поїздки
314,en,uk,,,covid19 isolation,COVID-19 ізоляція
315,en,uk,,,covid19 lockdown,COVID-19 закриття міст
316,en,uk,,,covid19 map,карта поширення COVID-19
317,en,uk,,,covid19 medicine,COVID-19 ліки
318,en,uk,,,covid19 medicines,COVID-19 препарати
319,en,uk,,,covid19 news,COVID-19 новини
320,en,uk,,,covid19 outbreak,спалах COVID-19
321,en,uk,,,covid19 pandemic,COVID-19 пандемія
324,en,uk,,,covid19 precautions,COVID-19 запобіжні заходи
325,en,uk,,,covid19 protection,COVID-19 захист
326,en,uk,,,covid19 quarantine,COVID-19 карантин
327,en,uk,,,covid19 SOS Alert,COVID-19 оповіщення про надзвичайну ситуацію
328,en,uk,,,covid19 spread,COVID-19 поширення
329,en,uk,,,covid19 symptoms,COVID-19 симптоми
330,en,uk,,,covid19 transmission,COVID-19 передача
331,en,uk,,,covid19 travel ban,COVID-19 заборона на поїздки
332,en,uk,,,covid19 travel restrictions,COVID-19 обмеження на поїздки
333,en,uk,,,covid19 treatment,COVID-19 лікування
335,en,uk,,,covid19 vaccine,COVID-19 вакцина
336,en,uk,,,covid19 vaccines,COVID-19 вакцини
