stringID,sourceLang,targetLang,pos,description,sourceString,targetString
1,en,ml,adjective,"In the context of coronavirus (COVID-19): transmissible by direct or indirect contact with an infected person (describes the disease or the virus, not a person).",contagious,പകരുന്നത്
2,en,ml,noun,In the context of coronavirus (COVID-19): known cases of people who currently have the disease.,active cases,സജീവമായ കേസുകൾ
3,en,ml,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have been confirmed via medical testing.,confirmed cases,സ്ഥിരീകരിച്ച കേസുകൾ
4,en,ml,proper noun,"Short for ""Centers for Disease Control and Prevention"": a US federal agency under the Department of Health and Human Services, whose main goal is to protect public health and safety through the control and prevention of disease.",CDC,CDC
5,en,ml,noun,"A formal name for the disease caused by the SARS-CoV-2 virus, responsible for the 2019/2020 global pandemic.",COVID-19,കോവിഡ്-19
6,en,ml,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,COVID-19 testing center,കോവിഡ്-19 പരിശോധനാ കേന്ദ്രം
7,en,ml,noun,"An informal name for the SARS-CoV-2 virus (also known as ""novel coronavirus""), responsible for the 2019/2020 global pandemic of COVID-19 (the disease caused by the virus). Sometimes refers to the entire category of coronaviruses, of which SARS-CoV-2 is just one example.",coronavirus,കൊറോണ വൈറസ്
8,en,ml,noun,"In the context of coronavirus (COVID-19): a mask covering the nose, mouth and/or eyes of the wearer, intended to protect the wearer from spreading or contracting pathogens.",face mask,ഫേയ്‌സ് മാസ്‌ക്
9,en,ml,noun,"In the context of coronavirus (COVID-19): can be a person, such as a doctor, but also an organization, such as a hospital or insurance company.",healthcare provider,ആരോഗ്യ ശുശ്രൂഷാ സേവന ദാതാവ്
10,en,ml,noun,"In the context of coronavirus (COVID-19): a person who works in healthcare, such as a doctor or therapist.",healthcare professional,ആരോഗ്യ ശുശ്രൂഷാ പ്രൊഫഷണൽ
11,en,ml,noun,"In the context of coronavirus (COVID-19): the practice of cleaning one's hands, e.g. with water and soap, in order to get rid of the virus and other pathogens.",hand-washing,കെെ കഴുകൽ
12,en,ml,noun,In the context of coronavirus (COVID-19): the period of time between infection and the appearance of symptoms of the disease.,incubation period,രോഗലക്ഷണം കണ്ടുതുടങ്ങാനുള്ള കാലയളവ്
