stringID,sourceLang,targetLang,pos,description,sourceString,targetString
1,en,lt,adjective,"In the context of coronavirus (COVID-19): transmissible by direct or indirect contact with an infected person (describes the disease or the virus, not a person).",contagious,užkrečiamas
2,en,lt,noun,In the context of coronavirus (COVID-19): known cases of people who currently have the disease.,active cases,aktyvūs atvejai
3,en,lt,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have been confirmed via medical testing.,confirmed cases,patvirtinti atvejai
4,en,lt,proper noun,"Short for ""Centers for Disease Control and Prevention"": a US federal agency under the Department of Health and Human Services, whose main goal is to protect public health and safety through the control and prevention of disease.",CDC,LKC
5,en,lt,noun,"A formal name for the disease caused by the SARS-CoV-2 virus, responsible for the 2019/2020 global pandemic.",COVID-19,COVID-19
6,en,lt,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,COVID-19 testing center,COVID-19 tikrinimo centras
7,en,lt,noun,"An informal name for the SARS-CoV-2 virus (also known as ""novel coronavirus""), responsible for the 2019/2020 global pandemic of COVID-19 (the disease caused by the virus). Sometimes refers to the entire category of coronaviruses, of which SARS-CoV-2 is just one example.",coronavirus,koronavirusas
8,en,lt,noun,"In the context of coronavirus (COVID-19): a mask covering the nose, mouth and/or eyes of the wearer, intended to protect the wearer from spreading or contracting pathogens.",face mask,veido kaukė
9,en,lt,noun,"In the context of coronavirus (COVID-19): can be a person, such as a doctor, but also an organization, such as a hospital or insurance company.",healthcare provider,sveikatos priežiūros paslaugų teikėjas
10,en,lt,noun,"In the context of coronavirus (COVID-19): a person who works in healthcare, such as a doctor or therapist.",healthcare professional,sveikatos priežiūros specialistas
11,en,lt,noun,"In the context of coronavirus (COVID-19): the practice of cleaning one's hands, e.g. with water and soap, in order to get rid of the virus and other pathogens.",hand-washing,rankų plovimas
12,en,lt,noun,In the context of coronavirus (COVID-19): the period of time between infection and the appearance of symptoms of the disease.,incubation period,inkubacinis laikotarpis
13,en,lt,noun,In the context of coronavirus (COVID-19): the practice of separating sick people from healthy people to prevent the spread of disease.,isolation,izoliavimas
14,en,lt,noun,In the context of the coronavirus (COVID-19): the practice of restricting the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,karantinas
15,en,lt,verb,In the context of the coronavirus (COVID-19): to restrict the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,paskelbti karantiną
16,en,lt,proper noun,"Short for ""National Institutes of Health Agency"": the primary US government agency responsible for biomedical and public health research; part of the United States Department of Health and Human Services.",NIH,NSI
17,en,lt,noun,"In the context of coronavirus (COVID-19): being within a close distance (1-2m) of another person, not necessarily having actual physical contact. Close contact is one possible way for the virus to spread from person to person.",close contact,artimas kontaktas
18,en,lt,noun,In the context of coronavirus (COVID-19): the process of the virus spreading from person to person.,transmission,užkrato pernešimas
19,en,lt,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have resulted in the end of the infected person's life.,deaths,mirtys
20,en,lt,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,testing center,tikrinimo centras
21,en,lt,verb,"In the context of the coronavirus (COVID-19): to infect new people, in a particular area or globally.",spread,platinti
22,en,lt,verb,A header for a set of five recommendations surfaced to users looking for coronavirus tips. See: https://www.google.com/search?q=coronavirus+tips&fbx=dothefive,Do the Five,Penkios taisyklės
23,en,lt,proper noun,"A specialized agency of the United Nations that is concerned with world public health. Abbreviated as ""WHO"". See: https://en.wikipedia.org/wiki/World_Health_Organization",World Health Organization,Pasaulio sveikatos organizacija
24,en,lt,proper noun,"Short for ""World Health Organization"": a specialized agency of the United Nations that is concerned with world public health. See: https://en.wikipedia.org/wiki/World_Health_Organization",WHO,PSO
25,en,lt,,,14 days in isolation,14 dienų izoliacijoje
26,en,lt,,,14 days quarantine,14 dienų karantinas
27,en,lt,,,2019 coronavirus,2019 koronavirusas
28,en,lt,,,2019 novel coronavirus,2019 m. nežinomas koronavirusas
29,en,lt,,,2019-nCoV,2019-nCoV
30,en,lt,,,2020 coronavirus,2020 koronavirusas
31,en,lt,,,2020 novel coronavirus,2020 m. nežinomas koronavirusas
33,en,lt,,,about coronavirus,apie koronavirusą
39,en,lt,,,acute respiratory distress syndrome,ūminis respiracinio distreso sindromas
40,en,lt,,,advanced hand sanitizer,patobulintas rankų dezinfekantas
41,en,lt,,,Affected by coronavirus,Paveiktas koronaviruso
42,en,lt,,,after exposure,po kontakto
43,en,lt,,,After the epidemic,Po epidemijos
44,en,lt,,,After the outbreak,Po protrūkio
47,en,lt,,,airborne virus,per orą plintantis virusas
48,en,lt,,,alcohol based hand sanitizer,alkoholinis rankų dezinfekantas
49,en,lt,,,alcohol hand sanitizer,rankų dezinfekantas su alkoholiu
51,en,lt,,,alcohol-based hand sanitizer,alkoholinis rankų dezinfekantas
59,en,lt,,,Anti-Corona virus spray,Antivirusinis purškalas
60,en,lt,,,antibacterial hand sanitizer,antibakterinis rankų dezinfekantas
61,en,lt,,,ARDS,SŪRS
64,en,lt,,,avoid exposure,vengti kontakto
65,en,lt,,,be infected,užsikrėsti
75,en,lt,,,Beware of coronavirus,Saugokitės koronaviruso
76,en,lt,,,bilateral interstitial pneumonia,abipusis tarpaudininis plaučių uždegimas
77,en,lt,,,CDC,CDC
78,en,lt,,,Center for Disease Control,Ligų Kontrolės Centras
83,en,lt,,,community spread,plitimas visuomenėje
84,en,lt,,,compulsory quarantine,privalomas karantinas
85,en,lt,,,contagious,užkrečiama
135,en,lt,,,coronavirus,koronavirusas
136,en,lt,,,coronavirus (COVID-19),koronavirusas (COVID-19)
137,en,lt,,,coronavirus alert,perspėjimas dėl koronaviruso
139,en,lt,,,coronavirus cases,koronaviruso atvejai
141,en,lt,,,coronavirus concerns,koronavirusas kelia nerimą
143,en,lt,,,coronavirus crisis,koronaviruso krizė
149,en,lt,,,coronavirus disease,koronaviruso liga
150,en,lt,,,Coronavirus disease (COVID-19) outbreak,Koronaviruso ligos (COVID-19) protrūkis
153,en,lt,,,coronavirus early symptoms,ankstyvieji koronaviruso simptomai
155,en,lt,,,coronavirus epidemic,koronaviruso epidemija
156,en,lt,,,coronavirus exposure,kontaktas su užsikrėtusiu koronavirusu
161,en,lt,,,coronavirus incubation,koronaviruso inkubacinis periodas
162,en,lt,,,coronavirus incubation period,inkubacinis koronaviruso periodas
163,en,lt,,,coronavirus infection,koronaviruso infekcija
168,en,lt,,,coronavirus map,koronaviruso plitimo žemėlapis
170,en,lt,,,coronavirus medicine,vaistas nuo koronaviruso
171,en,lt,,,coronavirus medicines,vaistai nuo koronaviruso
172,en,lt,,,coronavirus news,naujienos apie koronavirusą
173,en,lt,,,coronavirus outbreak,koronaviruso protrūkis
174,en,lt,,,coronavirus pandemic,koronaviruso pandemija
176,en,lt,,,coronavirus pneumonia,koronaviruso sukeltas plaučių uždegimas
177,en,lt,,,coronavirus precautions,atsargumo priemonės dėl koronaviruso
178,en,lt,,,coronavirus prevention,koronaviruso prevencija
179,en,lt,,,coronavirus protection,apsauga nuo koronaviruso
180,en,lt,,,coronavirus quarantine,karantinas dėl koronaviruso
182,en,lt,,,coronavirus SOS Alert,SOS koronaviruso perspėjimas
183,en,lt,,,coronavirus spread,koronaviruso plitimas
184,en,lt,,,coronavirus symptoms,koronaviruso simptomai
185,en,lt,,,coronavirus transmission,koronaviruso perdavimas
186,en,lt,,,coronavirus travel ban,draudimas keliauti dėl koronaviruso
187,en,lt,,,coronavirus travel restrictions,kelionių apribojimai per koronavirusą
188,en,lt,,,coronavirus treatment,koronaviruso gydymas
190,en,lt,,,coronavirus update,naujienos apie koronavirusą
191,en,lt,,,coronavirus vaccine,skiepas nuo koronaviruso
192,en,lt,,,coronavirus vaccines,skiepai nuo koronaviruso
198,en,lt,,,covid cases,covid atvejai
205,en,lt,,,covid early symptoms,ankstyvieji covid simptomai
213,en,lt,,,covid incubation period,covid inkubacinis periodas
215,en,lt,,,covid international spread,covid tarptautinis plitimas
216,en,lt,,,covid international travel,tarptautinės kelionės per covid
217,en,lt,,,covid isolation,izoliacija dėl covid
219,en,lt,,,covid map,covid plitimo žemėlapis
220,en,lt,,,covid medicine,vaistas nuo covid
221,en,lt,,,covid medicines,vaistai nuo covid
222,en,lt,,,covid news,naujienos apie covid
223,en,lt,,,covid outbreak,covid protrūkis
224,en,lt,,,covid pandemic,covid pandemija
225,en,lt,,,covid panic,panika dėl covid
228,en,lt,,,covid SOS Alert,covid SOS perspėjimas
230,en,lt,,,covid symptoms,covid simptomai
231,en,lt,,,covid transmission,covid perdavimas
232,en,lt,,,covid travel ban,draudimas keliauti dėl covid
233,en,lt,,,covid travel restrictions,kelionių apribojimai dėl covid
234,en,lt,,,covid treatment,covid gydymas
236,en,lt,,,covid vaccine,skiepas nuo covid
237,en,lt,,,covid vaccines,skiepai nuo covid
242,en,lt,,,covid-19,covid-19
243,en,lt,,,covid-19 alert,perspėjimas dėl covid-19
244,en,lt,,,covid-19 cases,covid-19 atvejai
245,en,lt,,,covid-19 CDC,covid-19 CDC
246,en,lt,,,covid-19 contagious,covid-19 užkrečiamas
247,en,lt,,,covid-19 cure,covid-19 vaistai
248,en,lt,,,covid-19 dangerous,covid-19 pavojingas
249,en,lt,,,covid-19 deadly,covid-19 mirtinas
250,en,lt,,,covid-19 death,covid-19 auka
251,en,lt,,,covid-19 deaths,covid-19 aukos
252,en,lt,,,covid-19 domestic travel,covid-19 kelionės šalies viduje
253,en,lt,,,covid-19 early symptoms,ankstyvieji covid-19 simptomai
254,en,lt,,,covid-19 effects,covid-19 padariniai
255,en,lt,,,covid-19 epidemic,covid-19 epidemija
256,en,lt,,,covid-19 exposure,kontaktas su užsikrėtusiu covid-19
257,en,lt,,,covid-19 fatal,covid-19 mirtinas
258,en,lt,,,covid-19 fever,covid-19 sukeltas karščiavimas
259,en,lt,,,covid-19 illness,covid-19 liga
260,en,lt,,,covid-19 incubation,covid-19 inkubacinis periodas
261,en,lt,,,covid-19 incubation period,covid-19 inkubacinis periodas
262,en,lt,,,covid-19 infection,covid-19 infekcija
263,en,lt,,,covid-19 international spread,tarptautinis covid-19 plitimas
264,en,lt,,,covid-19 international travel,tarptautinės kelionės per covid-19
265,en,lt,,,covid-19 isolation,izoliacija dėl covid-19
266,en,lt,,,covid-19 lockdown,izoliacija dėl covid-19
267,en,lt,,,covid-19 map,covid-19 plitimo žemėlapis
268,en,lt,,,covid-19 medicine,vaistas nuo covid-19
269,en,lt,,,covid-19 medicines,vaistai nuo covid-19
270,en,lt,,,covid-19 news,naujienos apie covid-19
271,en,lt,,,covid-19 outbreak,covid-19 protrūkis
