stringID,sourceLang,targetLang,pos,description,sourceString,targetString
25,en,fy,,,14 days in isolation,14 dagen yn isolaasje
26,en,fy,,,14 days quarantine,14 dagen yn quarantaine
27,en,fy,,,2019 coronavirus,2019 coronafirus
28,en,fy,,,2019 novel coronavirus,2019 nij coronafirus
29,en,fy,,,2019-nCoV,2019-ncov
30,en,fy,,,2020 coronavirus,2020 coronafirus
31,en,fy,,,2020 novel coronavirus,2020 nij coronafirus
33,en,fy,,,about coronavirus,oangeande it coronafirus
39,en,fy,,,acute respiratory distress syndrome,akuut sykheljen noad syndroom
40,en,fy,,,advanced hand sanitizer,avansearre hân ûntsmettingsmiddel
41,en,fy,,,Affected by coronavirus,beynfloede troch it coronafirus
42,en,fy,,,after exposure,nei it bleatstean oan
43,en,fy,,,After the epidemic,nei de epidemy
44,en,fy,,,After the outbreak,nei de útbarst
47,en,fy,,,airborne virus,luchtberne firus
48,en,fy,,,alcohol based hand sanitizer,han ûntsmettingsmiddel op basis fan alkohol
49,en,fy,,,alcohol hand sanitizer,alkohol hân ûntsmettingsmiddel
51,en,fy,,,alcohol-based hand sanitizer,hân ûntsmettingsmiddel op basis fan alkohol
59,en,fy,,,Anti-Corona virus spray,anti-coronafirus spray
60,en,fy,,,antibacterial hand sanitizer,antibakteriaal hân ûntsmettingsmiddel
61,en,fy,,,ARDS,ARDS
64,en,fy,,,avoid exposure,bleatstean tsjingean
65,en,fy,,,be infected,besmet wêze
75,en,fy,,,Beware of coronavirus,tink om coronafirus
76,en,fy,,,bilateral interstitial pneumonia,bilaterale interstitiale longûntstekking
77,en,fy,,,CDC,GGD
78,en,fy,,,Center for Disease Control,cintrum foar it beheinen fan sykten
83,en,fy,,,community spread,mienskiplik spried
84,en,fy,,,compulsory quarantine,ferplichte quarantaine
85,en,fy,,,contagious,besmetlik
135,en,fy,,,coronavirus,coronafirus
136,en,fy,,,coronavirus (COVID-19),coronafirus (COVID-19)
137,en,fy,,,coronavirus alert,coronafirus alaarm
139,en,fy,,,coronavirus cases,coronafirus gefallen
141,en,fy,,,coronavirus concerns,coronafirus omtinkens
