stringID,sourceLang,targetLang,pos,description,sourceString,targetString
1,en,pl,adjective,"In the context of coronavirus (COVID-19): transmissible by direct or indirect contact with an infected person (describes the disease or the virus, not a person).",contagious,zakaźny
2,en,pl,noun,In the context of coronavirus (COVID-19): known cases of people who currently have the disease.,active cases,aktywne przypadki
3,en,pl,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have been confirmed via medical testing.,confirmed cases,potwierdzone przypadki
4,en,pl,proper noun,"Short for ""Centers for Disease Control and Prevention"": a US federal agency under the Department of Health and Human Services, whose main goal is to protect public health and safety through the control and prevention of disease.",CDC,CDC (ang. Centers for Disease Control and Prevention – Centra Kontroli i Prewencji Chorób w USA)
5,en,pl,noun,"A formal name for the disease caused by the SARS-CoV-2 virus, responsible for the 2019/2020 global pandemic.",COVID-19,COVID-19
6,en,pl,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,COVID-19 testing center,ośrodek wykonujący testy na koronawirusa
7,en,pl,noun,"An informal name for the SARS-CoV-2 virus (also known as ""novel coronavirus""), responsible for the 2019/2020 global pandemic of COVID-19 (the disease caused by the virus). Sometimes refers to the entire category of coronaviruses, of which SARS-CoV-2 is just one example.",coronavirus,koronawirus
8,en,pl,noun,"In the context of coronavirus (COVID-19): a mask covering the nose, mouth and/or eyes of the wearer, intended to protect the wearer from spreading or contracting pathogens.",face mask,maska
9,en,pl,noun,"In the context of coronavirus (COVID-19): can be a person, such as a doctor, but also an organization, such as a hospital or insurance company.",healthcare provider,podmiot medyczny
10,en,pl,noun,"In the context of coronavirus (COVID-19): a person who works in healthcare, such as a doctor or therapist.",healthcare professional,osoba z personelu medycznego
11,en,pl,noun,"In the context of coronavirus (COVID-19): the practice of cleaning one's hands, e.g. with water and soap, in order to get rid of the virus and other pathogens.",hand-washing,mycie rąk
12,en,pl,noun,In the context of coronavirus (COVID-19): the period of time between infection and the appearance of symptoms of the disease.,incubation period,okres inkubacji
13,en,pl,noun,In the context of coronavirus (COVID-19): the practice of separating sick people from healthy people to prevent the spread of disease.,isolation,odizolowanie
14,en,pl,noun,In the context of the coronavirus (COVID-19): the practice of restricting the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,kwarantanna
15,en,pl,verb,In the context of the coronavirus (COVID-19): to restrict the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,kwarantanna
16,en,pl,proper noun,"Short for ""National Institutes of Health Agency"": the primary US government agency responsible for biomedical and public health research; part of the United States Department of Health and Human Services.",NIH,NIH (ang. National Institutes of Health – Narodowe Instytuty Zdrowia w USA)
17,en,pl,noun,"In the context of coronavirus (COVID-19): being within a close distance (1-2m) of another person, not necessarily having actual physical contact. Close contact is one possible way for the virus to spread from person to person.",close contact,bliski kontakt
18,en,pl,noun,In the context of coronavirus (COVID-19): the process of the virus spreading from person to person.,transmission,przenoszenie
19,en,pl,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have resulted in the end of the infected person's life.,deaths,zgony
20,en,pl,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,testing center,"ośrodek, w którym wykonuje się testy : ośrodek diagnostyczny"
21,en,pl,verb,"In the context of the coronavirus (COVID-19): to infect new people, in a particular area or globally.",spread,przenosić się
