stringID,sourceLang,targetLang,pos,description,sourceString,targetString
25,en,ha,,,14 days in isolation,kwanaki 14 a killace
26,en,ha,,,14 days quarantine,kebe masu ciwo na kwanaki 14
27,en,ha,,,2019 coronavirus,2019 cutar coronavirus
28,en,ha,,,2019 novel coronavirus,sabuwar cutar coronavirus ta 2019
29,en,ha,,,2019-nCoV,2019-nCoV
30,en,ha,,,2020 coronavirus,cutar coronavirus ta 2020
31,en,ha,,,2020 novel coronavirus,sabuwar cutar coronavirus ta 2020
33,en,ha,,,about coronavirus,game da cutar coronavirus
39,en,ha,,,acute respiratory distress syndrome,cutar da ke kama nufashi
40,en,ha,,,advanced hand sanitizer,babban man tsabtace hannu
41,en,ha,,,Affected by coronavirus,Wanda coronavirus ta kama
42,en,ha,,,after exposure,bayan ta bayyana
43,en,ha,,,After the epidemic,Bayan annobar
44,en,ha,,,After the outbreak,Bayan ɓarkewar cuta
47,en,ha,,,airborne virus,kwayar cuta mai bin iska
48,en,ha,,,alcohol based hand sanitizer,man tsabtace hannu mai dauke da sinadari
49,en,ha,,,alcohol hand sanitizer,man tsabtace hannu mai sinadari
51,en,ha,,,alcohol-based hand sanitizer,man tsabtace hannu mai sanadari
59,en,ha,,,Anti-Corona virus spray,Maganin ƙwayar cutar corona na fesawa
60,en,ha,,,antibacterial hand sanitizer,maganin bakteriya na man tsabtace hannu
61,en,ha,,,ARDS,ARDS
64,en,ha,,,avoid exposure,kauce ma bayyana
65,en,ha,,,be infected,kamuwa
75,en,ha,,,Beware of coronavirus,Hattara da cutar coronavirus
76,en,ha,,,bilateral interstitial pneumonia,cutar huhu ta namoniya
77,en,ha,,,CDC,CDC
78,en,ha,,,Center for Disease Control,Cibiyar Kula da Cututtuka
83,en,ha,,,community spread,yada ma al'umma
84,en,ha,,,compulsory quarantine,killacewar dole
85,en,ha,,,contagious,mai yaɗuwa
135,en,ha,,,coronavirus,coronavirus
136,en,ha,,,coronavirus (COVID-19),kwayar cutar corona (COVID-19)
137,en,ha,,,coronavirus alert,bayanin ankararwar kwayar cutar corona
139,en,ha,,,coronavirus cases,masu dauke da kwayar cutar corona
141,en,ha,,,coronavirus concerns,damuwa a kan cutar coronavirus
143,en,ha,,,coronavirus crisis,rikicin cutar coronavirus
149,en,ha,,,coronavirus disease,cutar coronavirus
150,en,ha,,,Coronavirus disease (COVID-19) outbreak,ɓarkewar cutar coronavirus (COVID-19)
153,en,ha,,,coronavirus early symptoms,alamomin farko na cutar coronavirus
155,en,ha,,,coronavirus epidemic,annobar cutar coronavirus
156,en,ha,,,coronavirus exposure,bayyanar cutar coronavirus
161,en,ha,,,coronavirus incubation,hayayyafar cutar coronavirus
162,en,ha,,,coronavirus incubation period,lokacin hayayyafar kwayoyin cutar coronavirus
163,en,ha,,,coronavirus infection,kamuwa da cutar coronavirus
168,en,ha,,,coronavirus map,taswira kan cutar coronavirus
170,en,ha,,,coronavirus medicine,maganin cutar coronavirus
171,en,ha,,,coronavirus medicines,magungunan cutar coronavirus
172,en,ha,,,coronavirus news,labarai a kan cutar coronavirus
173,en,ha,,,coronavirus outbreak,barkewar cutar coronavirus
174,en,ha,,,coronavirus pandemic,annobar cutar coronavirus
176,en,ha,,,coronavirus pneumonia,namoniyar cutar coronavirus
