stringID,sourceLang,targetLang,pos,description,sourceString,targetString
1,en,id,adjective,"In the context of coronavirus (COVID-19): transmissible by direct or indirect contact with an infected person (describes the disease or the virus, not a person).",contagious,menular
2,en,id,noun,In the context of coronavirus (COVID-19): known cases of people who currently have the disease.,active cases,kasus aktif
3,en,id,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have been confirmed via medical testing.,confirmed cases,kasus terkonfirmasi
4,en,id,proper noun,"Short for ""Centers for Disease Control and Prevention"": a US federal agency under the Department of Health and Human Services, whose main goal is to protect public health and safety through the control and prevention of disease.",CDC,Pusat Pengendalian dan Pencegahan Penyakit (CDC)
5,en,id,noun,"A formal name for the disease caused by the SARS-CoV-2 virus, responsible for the 2019/2020 global pandemic.",COVID-19,COVID-19
6,en,id,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,COVID-19 testing center,tempat tes COVID-19
7,en,id,noun,"An informal name for the SARS-CoV-2 virus (also known as ""novel coronavirus""), responsible for the 2019/2020 global pandemic of COVID-19 (the disease caused by the virus). Sometimes refers to the entire category of coronaviruses, of which SARS-CoV-2 is just one example.",coronavirus,virus corona
8,en,id,noun,"In the context of coronavirus (COVID-19): a mask covering the nose, mouth and/or eyes of the wearer, intended to protect the wearer from spreading or contracting pathogens.",face mask,masker
9,en,id,noun,"In the context of coronavirus (COVID-19): can be a person, such as a doctor, but also an organization, such as a hospital or insurance company.",healthcare provider,penyedia layanan kesehatan
10,en,id,noun,"In the context of coronavirus (COVID-19): a person who works in healthcare, such as a doctor or therapist.",healthcare professional,tenaga kesehatan
11,en,id,noun,"In the context of coronavirus (COVID-19): the practice of cleaning one's hands, e.g. with water and soap, in order to get rid of the virus and other pathogens.",hand-washing,cuci tangan
12,en,id,noun,In the context of coronavirus (COVID-19): the period of time between infection and the appearance of symptoms of the disease.,incubation period,masa inkubasi
13,en,id,noun,In the context of coronavirus (COVID-19): the practice of separating sick people from healthy people to prevent the spread of disease.,isolation,isolasi
14,en,id,noun,In the context of the coronavirus (COVID-19): the practice of restricting the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,karantina
15,en,id,verb,In the context of the coronavirus (COVID-19): to restrict the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,karantina
16,en,id,proper noun,"Short for ""National Institutes of Health Agency"": the primary US government agency responsible for biomedical and public health research; part of the United States Department of Health and Human Services.",NIH,Institut Kesehatan Nasional (NIH)
17,en,id,noun,"In the context of coronavirus (COVID-19): being within a close distance (1-2m) of another person, not necessarily having actual physical contact. Close contact is one possible way for the virus to spread from person to person.",close contact,kontak jarak dekat
18,en,id,noun,In the context of coronavirus (COVID-19): the process of the virus spreading from person to person.,transmission,penularan
19,en,id,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have resulted in the end of the infected person's life.,deaths,meninggal
20,en,id,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,testing center,tempat tes
21,en,id,verb,"In the context of the coronavirus (COVID-19): to infect new people, in a particular area or globally.",spread,penyebaran
22,en,id,verb,A header for a set of five recommendations surfaced to users looking for coronavirus tips. See: https://www.google.com/search?q=coronavirus+tips&fbx=dothefive,Do the Five,Lakukan 5 Hal
23,en,id,proper noun,"A specialized agency of the United Nations that is concerned with world public health. Abbreviated as ""WHO"". See: https://en.wikipedia.org/wiki/World_Health_Organization",World Health Organization,Organisasi Kesehatan Dunia (WHO)
24,en,id,proper noun,"Short for ""World Health Organization"": a specialized agency of the United Nations that is concerned with world public health. See: https://en.wikipedia.org/wiki/World_Health_Organization",WHO,WHO
25,en,id,,,14 days in isolation,14 hari dalam isolasi
26,en,id,,,14 days quarantine,karantina 14 hari
27,en,id,,,2019 coronavirus,virus corona 2019
28,en,id,,,2019 novel coronavirus,virus corona baru 2019
29,en,id,,,2019-nCoV,nCov-2019
30,en,id,,,2020 coronavirus,virus corona 2020
31,en,id,,,2020 novel coronavirus,virus corona baru 2020
33,en,id,,,about coronavirus,tentang virus corona
39,en,id,,,acute respiratory distress syndrome,sindrom kesulitan pernapasan akut
40,en,id,,,advanced hand sanitizer,pensanitasi tangan mutakhir
