stringID,sourceLang,targetLang,pos,description,sourceString,targetString
1,en,pa,adjective,"In the context of coronavirus (COVID-19): transmissible by direct or indirect contact with an infected person (describes the disease or the virus, not a person).",contagious,ਛੂਤਕਾਰੀ
2,en,pa,noun,In the context of coronavirus (COVID-19): known cases of people who currently have the disease.,active cases,ਕਿਰਿਆਸ਼ੀਲ ਮਾਮਲੇ
3,en,pa,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have been confirmed via medical testing.,confirmed cases,ਤਸਦੀਕਸ਼ੁਦਾ ਮਾਮਲੇ
4,en,pa,proper noun,"Short for ""Centers for Disease Control and Prevention"": a US federal agency under the Department of Health and Human Services, whose main goal is to protect public health and safety through the control and prevention of disease.",CDC,CDC
5,en,pa,noun,"A formal name for the disease caused by the SARS-CoV-2 virus, responsible for the 2019/2020 global pandemic.",COVID-19,COVID-19
6,en,pa,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,COVID-19 testing center,COVID-19 ਜਾਂਚ ਕੇਂਦਰ
7,en,pa,noun,"An informal name for the SARS-CoV-2 virus (also known as ""novel coronavirus""), responsible for the 2019/2020 global pandemic of COVID-19 (the disease caused by the virus). Sometimes refers to the entire category of coronaviruses, of which SARS-CoV-2 is just one example.",coronavirus,ਕੋਰੋਨਾਵਾਇਰਸ
8,en,pa,noun,"In the context of coronavirus (COVID-19): a mask covering the nose, mouth and/or eyes of the wearer, intended to protect the wearer from spreading or contracting pathogens.",face mask,ਚਿਹਰੇ ਦਾ ਮਾਸਕ
9,en,pa,noun,"In the context of coronavirus (COVID-19): can be a person, such as a doctor, but also an organization, such as a hospital or insurance company.",healthcare provider,ਸਿਹਤ-ਸੰਭਾਲ ਪ੍ਰਦਾਨਕ
10,en,pa,noun,"In the context of coronavirus (COVID-19): a person who works in healthcare, such as a doctor or therapist.",healthcare professional,ਸਿਹਤ-ਸੰਭਾਲ ਪੇਸ਼ਾਵਰ
11,en,pa,noun,"In the context of coronavirus (COVID-19): the practice of cleaning one's hands, e.g. with water and soap, in order to get rid of the virus and other pathogens.",hand-washing,ਹੱਥ-ਧੋਣਾ
12,en,pa,noun,In the context of coronavirus (COVID-19): the period of time between infection and the appearance of symptoms of the disease.,incubation period,ਬਿਮਾਰੀ ਪਨਪਣ ਦੀ ਮਿਆਦ
13,en,pa,noun,In the context of coronavirus (COVID-19): the practice of separating sick people from healthy people to prevent the spread of disease.,isolation,ਵਖਰੇਵਾਂ
14,en,pa,noun,In the context of the coronavirus (COVID-19): the practice of restricting the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,ਕੁਆਰਨਟਾਈਨ
15,en,pa,verb,In the context of the coronavirus (COVID-19): to restrict the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,ਕੁਆਰਨਟਾਈਨ
16,en,pa,proper noun,"Short for ""National Institutes of Health Agency"": the primary US government agency responsible for biomedical and public health research; part of the United States Department of Health and Human Services.",NIH,NIH
17,en,pa,noun,"In the context of coronavirus (COVID-19): being within a close distance (1-2m) of another person, not necessarily having actual physical contact. Close contact is one possible way for the virus to spread from person to person.",close contact,ਨੇੜਲਾ ਸੰਪਰਕ
18,en,pa,noun,In the context of coronavirus (COVID-19): the process of the virus spreading from person to person.,transmission,ਟ੍ਰਾਂਸਮਿਸ਼ਨ
19,en,pa,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have resulted in the end of the infected person's life.,deaths,ਮੌਤਾਂ
20,en,pa,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,testing center,ਜਾਂਚ ਕੇਂਦਰ
21,en,pa,verb,"In the context of the coronavirus (COVID-19): to infect new people, in a particular area or globally.",spread,ਫੈਲਾਅ
22,en,pa,verb,A header for a set of five recommendations surfaced to users looking for coronavirus tips. See: https://www.google.com/search?q=coronavirus+tips&fbx=dothefive,Do the Five,ਪੰਜ ਕੰਮ ਕਰੋ
23,en,pa,proper noun,"A specialized agency of the United Nations that is concerned with world public health. Abbreviated as ""WHO"". See: https://en.wikipedia.org/wiki/World_Health_Organization",World Health Organization,ਵਿਸ਼ਵ ਸਿਹਤ ਸੰਸਥਾ
24,en,pa,proper noun,"Short for ""World Health Organization"": a specialized agency of the United Nations that is concerned with world public health. See: https://en.wikipedia.org/wiki/World_Health_Organization",WHO,WHO
25,en,pa,,,14 days in isolation,ਇਕਾਂਤਵਾਸ ਵਿੱਚ 14 ਦਿਨ
26,en,pa,,,14 days quarantine,14 ਦਿਨ ਦੀ ਅਲਹਿਦਗੀ
27,en,pa,,,2019 coronavirus,2019 ਕੋਰੋਨਾਵਾਇਰਸ
28,en,pa,,,2019 novel coronavirus,2019 ਨੋਵਲ ਕੋਰੋਨਾਵਾਇਰਸ
29,en,pa,,,2019-nCoV,2019-nCoV
30,en,pa,,,2020 coronavirus,2020 ਕੋਰੋਨਾਵਾਇਰਸ
31,en,pa,,,2020 novel coronavirus,2020 ਨੋਵਲ ਕੋਰੋਨਾਵਾਇਰਸ
33,en,pa,,,about coronavirus,ਕੋਰੋਨਾਵਾਇਰਸ ਬਾਰੇ
39,en,pa,,,acute respiratory distress syndrome,ਐਕਿਊਟ ਰੈਸਪੀਰੇਟਰੀ ਡਿਸਟ੍ਰੈਸ ਸਿੰਡਰੋਮ
40,en,pa,,,advanced hand sanitizer,ਉੱਨਤ ਹੈਂਡ ਸੈਨੀਟਾਈਜ਼ਰ
41,en,pa,,,Affected by coronavirus,ਕੋਰੋਨਾਵਾਇਰਸ ਤੋਂ ਪ੍ਰਭਾਵਿਤ
42,en,pa,,,after exposure,ਸੰਪਰਕ ਤੋਂ ਬਾਅਦ
43,en,pa,,,After the epidemic,ਮਹਾਂਮਾਰੀ ਤੋਂ ਬਾਅਦ
44,en,pa,,,After the outbreak,ਪ੍ਰਕੋਪ ਤੋਂ ਬਾਅਦ
47,en,pa,,,airborne virus,ਹਵਾ ਵਿੱਚ ਫੌਲਣ ਵਾਲਾ ਵਾਇਰਸ
48,en,pa,,,alcohol based hand sanitizer,ਅਲਕੋਹਲ ਆਧਾਰਿਤ ਹੈਂਡ ਸੈਨੀਟਾਈਜ਼ਰ
49,en,pa,,,alcohol hand sanitizer,ਅਲਕੋਹਲ ਵਾਲਾ ਹੈਂਡ ਸੈਨੀਟਾਈਜ਼ਰ
51,en,pa,,,alcohol-based hand sanitizer,ਅਲਕੋਹਲ-ਆਧਾਰਿਤ ਹੈਂਡ ਸੈਨੀਟਾਈਜ਼ਰ
59,en,pa,,,Anti-Corona virus spray,ਐਂਟੀ-ਕੋਰੋਨਾ ਵਾਇਰਸ ਛਿੜਕਾਅ
60,en,pa,,,antibacterial hand sanitizer,ਜੀਵਾਣੂ-ਨਾਸ਼ਕ ਹੈਂਡ ਸੈਨੀਟਾਈਜ਼ਰ
61,en,pa,,,ARDS,ARDS
64,en,pa,,,avoid exposure,ਸੰਪਰਕ 'ਚ ਆਉਣ ਤੋਂ ਪਰਹੇਜ਼ ਕਰੋ
65,en,pa,,,be infected,ਸੰਕਰਮਿਤ ਹੋਣਾ
75,en,pa,,,Beware of coronavirus,ਕੋਰੋਨਾਵਾਇਰਸ ਤੋਂ ਸਾਵਧਾਨ ਰਹੋ
76,en,pa,,,bilateral interstitial pneumonia,ਬਾਈਲੇਟ੍ਰਲ ਇੰਟਰਸਟੀਸ਼ਿਅਲ ਨਿਮੋਨੀਆ
77,en,pa,,,CDC,CDC
78,en,pa,,,Center for Disease Control,ਬਿਮਾਰੀ ਨਿਯੰਤਰਣ ਕੇਂਦਰ
83,en,pa,,,community spread,ਭਾਈਚਾਰਕ ਫੈਲਾਅ
84,en,pa,,,compulsory quarantine,ਲਾਜ਼ਮੀ ਅਲਹਿਦਗੀ
85,en,pa,,,contagious,ਛੂਤਕਾਰੀ
135,en,pa,,,coronavirus,ਕੋਰੋਨਾਵਾਇਰਸ
136,en,pa,,,coronavirus (COVID-19),ਕੋਰੋਨਾਵਾਇਰਸ (ਕੋਵਿਡ-19)
137,en,pa,,,coronavirus alert,ਕੋਰੋਨਾਵਾਇਰਸ ਸੰਬੰਧੀ ਸੁਚੇਤਨਾ
139,en,pa,,,coronavirus cases,ਕੋਰੋਨਾਵਾਇਰਸ ਦੇ ਮਾਮਲੇ
141,en,pa,,,coronavirus concerns,ਕੋਰੋਨਾਵਾਇਰਸ ਸੰਬੰਧੀ ਚਿੰਤਾਵਾਂ
143,en,pa,,,coronavirus crisis,ਕੋਰੋਨਾਵਾਇਰਸ ਦਾ ਸੰਕਟ
149,en,pa,,,coronavirus disease,ਕੋਰੋਨਾਵਾਇਰਸ ਬਿਮਾਰੀ
150,en,pa,,,Coronavirus disease (COVID-19) outbreak,ਕੋਰੋਨਾਵਾਇਰਸ ਬਿਮਾਰੀ (ਕੋਵਿਡ-19) ਪ੍ਰਕੋਪ
153,en,pa,,,coronavirus early symptoms,ਕੋਰੋਨਾਵਾਇਰਸ ਦੇ ਮੁੱਢਲੇ ਲੱਛਣ
155,en,pa,,,coronavirus epidemic,ਕੋਰੋਨਾਵਾਇਰਸ ਮਹਾਂਮਾਰੀ
156,en,pa,,,coronavirus exposure,ਕੋਰੋਨਾਵਾਇਰਸ ਸੰਪਰਕ
161,en,pa,,,coronavirus incubation,ਕੋਰੋਨਾਵਾਇਰਸ ਪਣਪਣਾ
162,en,pa,,,coronavirus incubation period,ਕੋਰੋਨਾਵਾਇਰਸ ਦੇ ਪਣਪਣ ਦਾ ਸਮਾਂ
163,en,pa,,,coronavirus infection,ਕੋਰੋਨਾਵਾਇਰਸ ਸੰਕਰਮਣ
168,en,pa,,,coronavirus map,ਕੋਰੋਨਾਵਾਇਰਸ ਦਾ ਨਕਸ਼ਾ
170,en,pa,,,coronavirus medicine,ਕੋਰੋਨਾਵਾਇਰਸ ਦੀ ਦਵਾਈ
171,en,pa,,,coronavirus medicines,ਕੋਰੋਨਾਵਾਇਰਸ ਦੀਆਂ ਦਵਾਈਆਂ
172,en,pa,,,coronavirus news,ਕੋਰੋਨਾਵਾਇਰਸ ਸੰਬੰਧੀ ਖਬਰਾਂ
173,en,pa,,,coronavirus outbreak,ਕੋਰੋਨਾਵਾਇਰਸ ਦਾ ਪ੍ਰਕੋਪ
174,en,pa,,,coronavirus pandemic,ਕੋਰੋਨਾਵਾਇਰਸ ਸਰਬਵਿਆਪੀ ਮਹਾਂਮਾਰੀ
176,en,pa,,,coronavirus pneumonia,ਕੋਰੋਨਾਵਾਇਰਸ ਨਿਮੋਨੀਆ
177,en,pa,,,coronavirus precautions,ਕੋਰੋਨਾਵਾਇਰਸ ਸੰਬੰਧੀ ਸਾਵਧਾਨੀਆਂ
178,en,pa,,,coronavirus prevention,ਕੋਰੋਨਾਵਾਇਰਸ ਸੰਬੰਧੀ ਰੋਕਥਾਮ
179,en,pa,,,coronavirus protection,ਕੋਰੋਨਾਵਾਇਰਸ ਸੰਬੰਧੀ ਸੁਰੱਖਿਆ
180,en,pa,,,coronavirus quarantine,ਕੋਰੋਨਾਵਾਇਰਸ ਅਲਹਿਦਗੀ
182,en,pa,,,coronavirus SOS Alert,ਕੋਰੋਨਾਵਾਇਰਸ ਐਸ.ਓ.ਐਸ ਸੁਚੇਤਨਾ
183,en,pa,,,coronavirus spread,ਕੋਰੋਨਾਵਾਇਰਸ ਦਾ ਫੈਲਾਅ
184,en,pa,,,coronavirus symptoms,ਕੋਰੋਨਾਵਾਇਰਸ ਦੇ ਲੱਛਣ
185,en,pa,,,coronavirus transmission,ਕੋਰੋਨਾਵਾਇਰਸ ਦਾ ਸੰਚਾਰ
186,en,pa,,,coronavirus travel ban,ਕੋਰੋਨਾਵਾਇਰਸ ਕਰਕੇ ਯਾਤਰਾ ਦੀ ਮਨਾਹੀ
187,en,pa,,,coronavirus travel restrictions,ਕੋਰੋਨਾਵਾਇਰਸ ਕਰਕੇ ਯਾਤਰਾ 'ਤੇ ਪਾਬੰਦੀਆਂ
