stringID,sourceLang,targetLang,pos,description,sourceString,targetString
1,en,km,adjective,"In the context of coronavirus (COVID-19): transmissible by direct or indirect contact with an infected person (describes the disease or the virus, not a person).",contagious,ឆ្លង
2,en,km,noun,In the context of coronavirus (COVID-19): known cases of people who currently have the disease.,active cases,ករណីឆ្លង
3,en,km,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have been confirmed via medical testing.,confirmed cases,ករណីដែលបានបញ្ជាក់
4,en,km,proper noun,"Short for ""Centers for Disease Control and Prevention"": a US federal agency under the Department of Health and Human Services, whose main goal is to protect public health and safety through the control and prevention of disease.",CDC,CDC
5,en,km,noun,"A formal name for the disease caused by the SARS-CoV-2 virus, responsible for the 2019/2020 global pandemic.",COVID-19,COVID-19
6,en,km,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,COVID-19 testing center,មណ្ឌល​ធ្វើតេស្ត​រក COVID-19
7,en,km,noun,"An informal name for the SARS-CoV-2 virus (also known as ""novel coronavirus""), responsible for the 2019/2020 global pandemic of COVID-19 (the disease caused by the virus). Sometimes refers to the entire category of coronaviruses, of which SARS-CoV-2 is just one example.",coronavirus,វីរុស​កូរ៉ូណា
8,en,km,noun,"In the context of coronavirus (COVID-19): a mask covering the nose, mouth and/or eyes of the wearer, intended to protect the wearer from spreading or contracting pathogens.",face mask,ម៉ាស់
9,en,km,noun,"In the context of coronavirus (COVID-19): can be a person, such as a doctor, but also an organization, such as a hospital or insurance company.",healthcare provider,ស្ថាប័ន/អ្នកផ្ដល់​សេវា​ថែទាំ​សុខភាព
10,en,km,noun,"In the context of coronavirus (COVID-19): a person who works in healthcare, such as a doctor or therapist.",healthcare professional,អ្នកជំនាញ​ផ្នែក​ថែទាំ​សុខភាព
11,en,km,noun,"In the context of coronavirus (COVID-19): the practice of cleaning one's hands, e.g. with water and soap, in order to get rid of the virus and other pathogens.",hand-washing,ការលាងសម្អាតដៃ
12,en,km,noun,In the context of coronavirus (COVID-19): the period of time between infection and the appearance of symptoms of the disease.,incubation period,រយៈពេលវីរុសសម្ងំក្នុងខ្លួន
13,en,km,noun,In the context of coronavirus (COVID-19): the practice of separating sick people from healthy people to prevent the spread of disease.,isolation,ការដាក់ឱ្យនៅដោយឡែក
14,en,km,noun,In the context of the coronavirus (COVID-19): the practice of restricting the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,ចត្តាឡីស័ក
15,en,km,verb,In the context of the coronavirus (COVID-19): to restrict the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,ធ្វើចត្តាឡីស័ក
16,en,km,proper noun,"Short for ""National Institutes of Health Agency"": the primary US government agency responsible for biomedical and public health research; part of the United States Department of Health and Human Services.",NIH,NIH
17,en,km,noun,"In the context of coronavirus (COVID-19): being within a close distance (1-2m) of another person, not necessarily having actual physical contact. Close contact is one possible way for the virus to spread from person to person.",close contact,ការនៅ​ជិតគ្នា
18,en,km,noun,In the context of coronavirus (COVID-19): the process of the virus spreading from person to person.,transmission,ការឆ្លង
19,en,km,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have resulted in the end of the infected person's life.,deaths,ចំនួនស្លាប់
20,en,km,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,testing center,មណ្ឌល​ធ្វើតេស្ត
21,en,km,verb,"In the context of the coronavirus (COVID-19): to infect new people, in a particular area or globally.",spread,ឆ្លងរាលដាល
22,en,km,verb,A header for a set of five recommendations surfaced to users looking for coronavirus tips. See: https://www.google.com/search?q=coronavirus+tips&fbx=dothefive,Do the Five,អនុវត្តប្រាំចំណុច
