stringID,sourceLang,targetLang,pos,description,sourceString,targetString
25,en,su,,,14 days in isolation,14 hari diisolasi
26,en,su,,,14 days quarantine,karantina 14 dinten
27,en,su,,,2019 coronavirus,viruscorona 2019
28,en,su,,,2019 novel coronavirus,viruscorona novel 2019
29,en,su,,,2019-nCoV,2019-nCoV
30,en,su,,,2020 coronavirus,viruscorona 2020
31,en,su,,,2020 novel coronavirus,viruscorona novel 2020
33,en,su,,,about coronavirus,ngeunaan viruscorona
39,en,su,,,acute respiratory distress syndrome,sindrom kasusahan napas akut
40,en,su,,,advanced hand sanitizer,pambersih leungeun canggih
41,en,su,,,Affected by coronavirus,Kapangaruh ku viruscorona
42,en,su,,,after exposure,saatos kakeunaan
43,en,su,,,After the epidemic,Saatos epidemi
44,en,su,,,After the outbreak,Saatos kajadian rongkah
47,en,su,,,airborne virus,virus dina udara
48,en,su,,,alcohol based hand sanitizer,pambersih leungeun nu bahanna tina alkohol
49,en,su,,,alcohol hand sanitizer,pambersih leungeun tina alkohol
51,en,su,,,alcohol-based hand sanitizer,pambersih leungeun nu bahanna alkohol
59,en,su,,,Anti-Corona virus spray,Semprotan virus anti-corona
60,en,su,,,antibacterial hand sanitizer,pambersih leungeun antibakteri
61,en,su,,,ARDS,ARDS
64,en,su,,,avoid exposure,nyegah kakeunaan
65,en,su,,,be infected,tos kainfeksi
75,en,su,,,Beware of coronavirus,Ait-ati viruscorona
76,en,su,,,bilateral interstitial pneumonia,pakait pneumonia intersisiial
77,en,su,,,CDC,CDC
78,en,su,,,Center for Disease Control,Puseur Kontrol Panyawat
83,en,su,,,community spread,panyebaran masarakat
84,en,su,,,compulsory quarantine,karantina wajib
85,en,su,,,contagious,tepa
135,en,su,,,coronavirus,viruscorona
136,en,su,,,coronavirus (COVID-19),viruscorona (COVID-19)
137,en,su,,,coronavirus alert,paringatan virus corona
139,en,su,,,coronavirus cases,kasus viruscorona
141,en,su,,,coronavirus concerns,kahariwangan viruscorona
143,en,su,,,coronavirus crisis,krisis viruscorona
149,en,su,,,coronavirus disease,panyawat viruscorona
150,en,su,,,Coronavirus disease (COVID-19) outbreak,Wabah (COVID-19) panyawat viruscorona
153,en,su,,,coronavirus early symptoms,gejala mimiti viruscorona
155,en,su,,,coronavirus epidemic,epidemi viruscorona
156,en,su,,,coronavirus exposure,kakeunaan viruscorona
161,en,su,,,coronavirus incubation,inkubasi viruscorona
162,en,su,,,coronavirus incubation period,periodeu inkubasi viruscorona
163,en,su,,,coronavirus infection,infeksi viruscorona
168,en,su,,,coronavirus map,peta viruscorona
170,en,su,,,coronavirus medicine,landong viruscorona
171,en,su,,,coronavirus medicines,landong viruscorona
172,en,su,,,coronavirus news,warta viruscorona
173,en,su,,,coronavirus outbreak,wabah viruscorona
174,en,su,,,coronavirus pandemic,pandemi viruscorona
176,en,su,,,coronavirus pneumonia,pneumonia viruscorona
177,en,su,,,coronavirus precautions,tindakan pancegahan viruscorona
178,en,su,,,coronavirus prevention,pancegahan viruscorona
179,en,su,,,coronavirus protection,parlindungan viruscorona
180,en,su,,,coronavirus quarantine,karantina viruscorona
182,en,su,,,coronavirus SOS Alert,paringatan bahaya viruscorona
183,en,su,,,coronavirus spread,panyebaran viruscorona
184,en,su,,,coronavirus symptoms,gejala viruscorona
185,en,su,,,coronavirus transmission,transmisi viruscorona
186,en,su,,,coronavirus travel ban,larangan iinditan viruscorona
187,en,su,,,coronavirus travel restrictions,watesan iinditan viruscorona
188,en,su,,,coronavirus treatment,pangubaran viruscorona
190,en,su,,,coronavirus update,apdet viruscorona
191,en,su,,,coronavirus vaccine,vaksin viruscorona
192,en,su,,,coronavirus vaccines,vaksin viruscorona
198,en,su,,,covid cases,kasus covid
205,en,su,,,covid early symptoms,gejala mimiti covid
213,en,su,,,covid incubation period,periodeu inkubasi covid
215,en,su,,,covid international spread,panyebaran internasional covid
216,en,su,,,covid international travel,iinditan internasional covid
217,en,su,,,covid isolation,isolasi corona
219,en,su,,,covid map,peta covid
220,en,su,,,covid medicine,landong covid
221,en,su,,,covid medicines,landong covid
222,en,su,,,covid news,warta covid
223,en,su,,,covid outbreak,wabah covid
224,en,su,,,covid pandemic,pandemi covid
225,en,su,,,covid panic,panik covid
228,en,su,,,covid SOS Alert,paringatan bahaya covid
230,en,su,,,covid symptoms,gejala covid
231,en,su,,,covid transmission,transmisi covid
232,en,su,,,covid travel ban,larangan iinditan covid
233,en,su,,,covid travel restrictions,watesan iinditan covid
234,en,su,,,covid treatment,pangubaran covid
236,en,su,,,covid vaccine,vaksin covid
237,en,su,,,covid vaccines,vaksin covid
242,en,su,,,covid-19,covid-19
243,en,su,,,covid-19 alert,paringatan covid-19
244,en,su,,,covid-19 cases,kasus covid-19
245,en,su,,,covid-19 CDC,CDC covid-19
246,en,su,,,covid-19 contagious,covid-19 tepa
247,en,su,,,covid-19 cure,ubar covid-19
248,en,su,,,covid-19 dangerous,bahaya covid-19
249,en,su,,,covid-19 deadly,covid-19 maehan
250,en,su,,,covid-19 death,maot ku covid-19
251,en,su,,,covid-19 deaths,maot ku covid-19
252,en,su,,,covid-19 domestic travel,iinditan domestik covid-19
253,en,su,,,covid-19 early symptoms,gejala mimiti covid-19
254,en,su,,,covid-19 effects,epek covid-19
255,en,su,,,covid-19 epidemic,epidemi covid-19
256,en,su,,,covid-19 exposure,kakeunaan covid-19
257,en,su,,,covid-19 fatal,fatal covid-19
258,en,su,,,covid-19 fever,muriang covid-19
259,en,su,,,covid-19 illness,geuring covid-19
260,en,su,,,covid-19 incubation,inkubasi covid-19
261,en,su,,,covid-19 incubation period,periodeu inkubasi covid-19
262,en,su,,,covid-19 infection,infeksi covid-19
263,en,su,,,covid-19 international spread,panyebaran internasional covid-19
264,en,su,,,covid-19 international travel,iinditan internasional covid-19
265,en,su,,,covid-19 isolation,isolasi covid-19
266,en,su,,,covid-19 lockdown,karantina kawilayahan covid-19
267,en,su,,,covid-19 map,peta covid-19
268,en,su,,,covid-19 medicine,landong covid-19
269,en,su,,,covid-19 medicines,landong covid-19
270,en,su,,,covid-19 news,warta covid-19
271,en,su,,,covid-19 outbreak,wabah covid-19
272,en,su,,,covid-19 pandemic,pandemi covid-19
273,en,su,,,covid-19 panic,panik covid-19
275,en,su,,,covid-19 precautions,tindakan pancegahan covid-19
276,en,su,,,covid-19 protection,parlindungan covid-19
277,en,su,,,covid-19 quarantine,karantina covid-19
278,en,su,,,covid-19 SOS Alert,paringatan bahaya covid-19
279,en,su,,,covid-19 spread,panyebaran covid-19
280,en,su,,,covid-19 symptoms,gejala covid-19
281,en,su,,,covid-19 transmission,transmisi covid-19
282,en,su,,,covid-19 travel ban,larangan iinditan covid-19
283,en,su,,,covid-19 travel restrictions,watesan iinditan covid-19
284,en,su,,,covid-19 treatment,pangubaran covid-19
285,en,su,,,covid-19 uncontrolled spread,panyebaran teu kakontrol covid-19
286,en,su,,,covid-19 vaccine,vaksin covid-19
287,en,su,,,covid-19 vaccines,vaksin covid-19
288,en,su,,,COVID-19 virus,virus covid-19
289,en,su,,,covid-19 virus outbreak,wabah virus covid-19
290,en,su,,,covid-19 virus transmission,transmisi virus covid-19
291,en,su,,,covid-19 WHO,WHO covid-19
292,en,su,,,covid19,covid19
293,en,su,,,covid19 alert,paringatan covid-19
294,en,su,,,covid19 cases,kasus covid-19
295,en,su,,,covid19 CDC,CDC covid-19
301,en,su,,,covid19 deaths,maot ku covid19
302,en,su,,,covid19 domestic travel,iinditan domestik covid19
303,en,su,,,covid19 effects,epek covid19
304,en,su,,,covid19 epidemic,epidemi covid19
305,en,su,,,covid19 exposure,kakeunaan covid19
306,en,su,,,covid19 fatal,fatal covid19
307,en,su,,,covid19 fever,muriang covid19
308,en,su,,,covid19 illness,geuring covid19
309,en,su,,,covid19 incubation,inkubasi covid19
310,en,su,,,covid19 incubation period,periodeu inkubasi covid19
311,en,su,,,covid19 infection,infeksi covid19
312,en,su,,,covid19 international spread,panyebaran internasional covid19
313,en,su,,,covid19 international travel,iinditan internasional covid19
314,en,su,,,covid19 isolation,isolasi covid19
315,en,su,,,covid19 lockdown,karantina kawilayahan covid19
316,en,su,,,covid19 map,peta covid19
317,en,su,,,covid19 medicine,landong covid19
318,en,su,,,covid19 medicines,landong covid19
319,en,su,,,covid19 news,warta covid19
320,en,su,,,covid19 outbreak,wabah covid19
321,en,su,,,covid19 pandemic,pandemi covid19
324,en,su,,,covid19 precautions,tindakan pancegahan covid19
325,en,su,,,covid19 protection,parlindungan covid19
326,en,su,,,covid19 quarantine,karantina covid19
327,en,su,,,covid19 SOS Alert,paringatan bahaya covid19
328,en,su,,,covid19 spread,panyebaran covid19
329,en,su,,,covid19 symptoms,gejala covid19
330,en,su,,,covid19 transmission,transmisi covid19
331,en,su,,,covid19 travel ban,larangan iinditan covid19
332,en,su,,,covid19 travel restrictions,watesan iinditan covid19
333,en,su,,,covid19 treatment,pangubaran covid19
335,en,su,,,covid19 vaccine,vaksin covid19
336,en,su,,,covid19 vaccines,vaksin covid19
337,en,su,,,covid19 virus,virus covid19
338,en,su,,,covid19 virus outbreak,wabah virus covid19
339,en,su,,,covid19 virus transmission,transmisi virus covid19
342,en,su,,,current outbreak,wabah ayeuna
343,en,su,,,deadly outbreak,wabah nu maehan
345,en,su,,,disease outbreak,wabah panyawat
346,en,su,,,Disposable hand sanitizer,pambersih leungeun sakali pake
348,en,su,,,domestic travel,Iinditan domestik
351,en,su,,,droplets,keclak
357,en,su,,,Effects of coronavirus,Epek viruscorona
359,en,su,,,epidemic,epidemi
360,en,su,,,epidemic and pandemic,epidemi sareng pandemi
362,en,su,,,epidemic disease,panyawat epidemi
364,en,su,,,epidemic outbreak,wabah epidemi
365,en,su,,,epidemic period,periodeu epidemi
366,en,su,,,epidemic prevention,pancegahan epidemi
368,en,su,,,epidemic season,usum epidemi
369,en,su,,,epidemic situation,kaayaan epidemi
371,en,su,,,exposure,kakeunaan
375,en,su,,,exposure time,waktos kakeunaan
379,en,su,,,fever,muriang
380,en,su,,,fight the virus,lawan virusna
381,en,su,,,Fighting the outbreak,Ngalawan wabah
