stringID,sourceLang,targetLang,pos,description,sourceString,targetString
xx_51,bn,en,,,কোভিড-১৯: দেশে মৃত্যু,Covid-19: deaths in the country
xx_52,bn,en,,,কোভিড-১৯ ও হৃদরোগীদের ঝুঁকি,Covid-19 and risks for heart patients
xx_53,bn,en,,,করোনা ভাইরাস: করণীয় ও বর্জনীয়,Corna virus: things to do and avoide
xx_54,bn,en,,,করোনা ভাইরাস-সর্বশেষ খবর,Corna virus-latest news
xx_55,bn,en,,,করোনা ভাইরাস ঝুঁকিতে বাংলাদেশ,Bangladesh is at risk of Corona virus
xx_56,bn,en,,,"করোনা ভাইরাস: উৎপত্তি, প্রতিকার","Corona virus: origin, treatments"
xx_57,bn,en,,,করোনা ভাইরাস পরীক্ষার পদ্ধতি,Corona virus testing methods
xx_58,bn,en,,,করোনা ভাইরাস কি,What is Corona virus
xx_59,bn,en,,,করোনা ভাইরাস প্রতিরোধে নিরাপদ দূরত্ব,Keeping safe distance to prevent Corona virus
xx_60,bn,en,,,নভেল করোনাভাইরাস ২০১৯,Novel Coronavirus 2019
xx_61,bn,en,,,জাতীয় কোভিড-১৯ চিকিৎসা ব্যবস্থাপনা,National Covid-19 treatment management
xx_62,bn,en,,,করোনা ভাইরাস প্রতিরোধে করণীয়,Things to do to prevent Corona virus
xx_63,bn,en,,,২০১৯ এন-করোনা ভাইরাস,2019-N-Corona virus
xx_64,bn,en,,,করোনা ভাইরাস ( কোভিড-১৯),Corona virus (Covid-19)
xx_65,bn,en,,,করোনা ভাইরাস রোগ,Corona virus disease
xx_66,bn,en,,,করোনা সংক্রমণ,Corona infections
xx_67,bn,en,,,করোনা আতঙ্ক,Corona fears
xx_68,bn,en,,,করোনা মাস্ক,Corona masks
xx_69,bn,en,,,হাসপাতালে কোভিড -১৯,Covid-19 at hospitals
xx_70,bn,en,,,করোনা পরিস্থিতি মোকাবিলায়,To deal with Corona situations
xx_71,bn,en,,,নভেল করোনাভাইরাস ২০১৯,Novel Coronavirus 2019
xx_72,bn,en,,,জাতীয় কোভিড-১৯ চিকিৎসা ব্যবস্থাপনা,National Covid-19 treatment management
xx_73,bn,en,,,করোনা নিয়ন্ত্রণের,of controlling Corona
xx_74,bn,en,,,করোনা জীবানুমুক্তকরন,Disinfecting coronavirus
xx_75,bn,en,,,করোনা রোগে‍ মৃতব্যক্তির,of the person who died from Corona
xx_76,bn,en,,,কোভিড-১৯ প্রাদুর্ভাবের সময় প্রতিবন্ধীদের,of the disabled people during the Corona Pandemic
xx_77,bn,en,,,করোনা হাসপাতাল বর্জ্য,Corona hospital waste
xx_78,bn,en,,,করোনা বিমানবন্দর বর্জ্য ব্যবস্থাপনা,Corona airport waste management
xx_79,bn,en,,,করোনা মোকাবেলায় জীবানুনাশক দ্রবণ,disinfecting solutions to deal with Corona
xx_80,bn,en,,,বিশ্বজুড়ে করোনা প্রতিরোধে গর্ভবতী,Preventing Corona worldwide and pregnant women
xx_81,bn,en,,,করোনা ) সংক্রান্ত কুসংষ্কার দূরীকরণ,Getting rid of superstitions in relation to Corona
xx_82,bn,en,,,করোনা কেইস ডেফিনেশন,Corona virus definition
xx_83,bn,en,,,কোভিড-১৯ এবং সামজিক কুসংস্কার,Covid-19 and social superstitions
xx_84,bn,en,,,করোনার সম্ভাব্যতা যাচাই,feasibility study of Corona
xx_85,bn,en,,,করোনা ভাইরাস রোগ,Corona virus disease
xx_86,bn,en,,,করোনা ভাইরাস প্রতিরোধে করণীয়,Things to do to prevent Corona virus
xx_87,bn,en,,,করোনা ভাইরাস প্রতিরোধে হাত,Hands to prevent Corona virus
xx_88,bn,en,,,কোভিড-১৯ আক্রান্ত সন্দেহভাজন?,Covid-19 infection suspected?
xx_89,bn,en,,,কোয়ারেন্টাইন ও আইসোলেসন কি?,What are quarantine and isolation?
xx_90,bn,en,,,হোম কোয়ারেন্টাইন কি?,What is home quarantine
xx_91,bn,en,,,কোভিড-১৯ নিয়ন্ত্রণে আইনের প্রয়োগ,Law enforcement in order to control Covid-19
xx_92,bn,en,,,স্বাস্থ্যসেবা প্রতিষ্ঠানে কোভিড-১৯,Covid-19 at healthcare services
xx_93,bn,en,,,করোনা সংকট: বাড়িতে থাকা,Corona crisis: staying at home
xx_94,bn,en,,,কোভিড-১৯ প্রতিরোধে কার্যক্রম,Covid-19 prevention programs
xx_95,bn,en,,,করোনার পরীক্ষার কিট আবিষ্কার,Corona test kits invented
xx_96,bn,en,,,বিশ্ব অর্থনীতিতে করোনা,Corona to the world economy
xx_97,bn,en,,,নিরাপত্তা নিশ্চিতে,to ensure safety
xx_98,bn,en,,,করোনার ধাক্কা,Corona shocks
xx_99,bn,en,,,করোনা আতঙ্কে,Corona fears
xx_100,bn,en,,,করোনা ভাইরাস (কোভিড-১৯) প্রতিরোধে,To prevent Corona virus (Covid-19)
