stringID,sourceLang,targetLang,pos,description,sourceString,targetString
1,en,sr,adjective,"In the context of coronavirus (COVID-19): transmissible by direct or indirect contact with an infected person (describes the disease or the virus, not a person).",contagious,заразно
2,en,sr,noun,In the context of coronavirus (COVID-19): known cases of people who currently have the disease.,active cases,активни случајеви
3,en,sr,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have been confirmed via medical testing.,confirmed cases,потврђени случајеви
4,en,sr,proper noun,"Short for ""Centers for Disease Control and Prevention"": a US federal agency under the Department of Health and Human Services, whose main goal is to protect public health and safety through the control and prevention of disease.",CDC,CDC
5,en,sr,noun,"A formal name for the disease caused by the SARS-CoV-2 virus, responsible for the 2019/2020 global pandemic.",COVID-19,COVID-19
6,en,sr,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,COVID-19 testing center,центар за тестирање на COVID-19
7,en,sr,noun,"An informal name for the SARS-CoV-2 virus (also known as ""novel coronavirus""), responsible for the 2019/2020 global pandemic of COVID-19 (the disease caused by the virus). Sometimes refers to the entire category of coronaviruses, of which SARS-CoV-2 is just one example.",coronavirus,корона вирус
8,en,sr,noun,"In the context of coronavirus (COVID-19): a mask covering the nose, mouth and/or eyes of the wearer, intended to protect the wearer from spreading or contracting pathogens.",face mask,маска за лице
9,en,sr,noun,"In the context of coronavirus (COVID-19): can be a person, such as a doctor, but also an organization, such as a hospital or insurance company.",healthcare provider,пружалац здравствених услуга
10,en,sr,noun,"In the context of coronavirus (COVID-19): a person who works in healthcare, such as a doctor or therapist.",healthcare professional,здравствени радник
11,en,sr,noun,"In the context of coronavirus (COVID-19): the practice of cleaning one's hands, e.g. with water and soap, in order to get rid of the virus and other pathogens.",hand-washing,прање руку
12,en,sr,noun,In the context of coronavirus (COVID-19): the period of time between infection and the appearance of symptoms of the disease.,incubation period,период инкубације
13,en,sr,noun,In the context of coronavirus (COVID-19): the practice of separating sick people from healthy people to prevent the spread of disease.,isolation,изолација
14,en,sr,noun,In the context of the coronavirus (COVID-19): the practice of restricting the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,карантин
15,en,sr,verb,In the context of the coronavirus (COVID-19): to restrict the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,ставити у карантин
16,en,sr,proper noun,"Short for ""National Institutes of Health Agency"": the primary US government agency responsible for biomedical and public health research; part of the United States Department of Health and Human Services.",NIH,NIH
17,en,sr,noun,"In the context of coronavirus (COVID-19): being within a close distance (1-2m) of another person, not necessarily having actual physical contact. Close contact is one possible way for the virus to spread from person to person.",close contact,блиски контакт
18,en,sr,noun,In the context of coronavirus (COVID-19): the process of the virus spreading from person to person.,transmission,преношење
19,en,sr,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have resulted in the end of the infected person's life.,deaths,преминуле особе
20,en,sr,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,testing center,центар за тестирање
21,en,sr,verb,"In the context of the coronavirus (COVID-19): to infect new people, in a particular area or globally.",spread,ширити
22,en,sr,verb,A header for a set of five recommendations surfaced to users looking for coronavirus tips. See: https://www.google.com/search?q=coronavirus+tips&fbx=dothefive,Do the Five,Пет препорука
23,en,sr,proper noun,"A specialized agency of the United Nations that is concerned with world public health. Abbreviated as ""WHO"". See: https://en.wikipedia.org/wiki/World_Health_Organization",World Health Organization,Светска здравствена организација
24,en,sr,proper noun,"Short for ""World Health Organization"": a specialized agency of the United Nations that is concerned with world public health. See: https://en.wikipedia.org/wiki/World_Health_Organization",WHO,СЗО
25,en,sr,,,14 days in isolation,14 дана у изолацији
26,en,sr,,,14 days quarantine,14-дневни карантин
27,en,sr,,,2019 coronavirus,2019. вирус корона
28,en,sr,,,2019 novel coronavirus,2019. новооткривени вирус корона
29,en,sr,,,2019-nCoV,2019-nCoV
30,en,sr,,,2020 coronavirus,2020. вирус корона
31,en,sr,,,2020 novel coronavirus,2020. новооткривени вирус корона
33,en,sr,,,about coronavirus,о вирусу корона
39,en,sr,,,acute respiratory distress syndrome,акутни респираторни дистрес синдром
40,en,sr,,,advanced hand sanitizer,напредно средство за дезинфекцију руку
41,en,sr,,,Affected by coronavirus,Захваћено вирусом корона
42,en,sr,,,after exposure,након излагања
43,en,sr,,,After the epidemic,После епидемије
44,en,sr,,,After the outbreak,После избијања
47,en,sr,,,airborne virus,вирус који се преноси путем ваздуха
48,en,sr,,,alcohol based hand sanitizer,средство за дезинфекцију руку на бази алкохола
49,en,sr,,,alcohol hand sanitizer,алкохолно средство за дезинфекцију руку
51,en,sr,,,alcohol-based hand sanitizer,средство за дезинфекцију руку на бази алкохола
59,en,sr,,,Anti-Corona virus spray,Спреј против вируса корона
60,en,sr,,,antibacterial hand sanitizer,антибактеријско средство за дезинфекцију руку
61,en,sr,,,ARDS,АРДС
64,en,sr,,,avoid exposure,избегавајте излагање
65,en,sr,,,be infected,бити заражен
75,en,sr,,,Beware of coronavirus,Чувајте се вируса корона
76,en,sr,,,bilateral interstitial pneumonia,билатерална интерстицијумска упала плућа
77,en,sr,,,CDC,CDC
78,en,sr,,,Center for Disease Control,Центар за контролу болести
83,en,sr,,,community spread,ширење у заједници
84,en,sr,,,compulsory quarantine,обавезни карантин
85,en,sr,,,contagious,заразан
135,en,sr,,,coronavirus,вирус корона
136,en,sr,,,coronavirus (COVID-19),вирус корона (КОВИД-19)
137,en,sr,,,coronavirus alert,вирус корона обавештење
139,en,sr,,,coronavirus cases,вирус корона случајеви
141,en,sr,,,coronavirus concerns,вирус корона забринутости
143,en,sr,,,coronavirus crisis,вирус корона криза
149,en,sr,,,coronavirus disease,вирус корона болест
150,en,sr,,,Coronavirus disease (COVID-19) outbreak,Избијање обољења вируса корона (КОВИД-19)
153,en,sr,,,coronavirus early symptoms,вирус корона рани симптоми
155,en,sr,,,coronavirus epidemic,вирус корона епидемија
156,en,sr,,,coronavirus exposure,вирус корона изложеност
161,en,sr,,,coronavirus incubation,вирус корона инкубација
162,en,sr,,,coronavirus incubation period,вирус корона период инкубације
163,en,sr,,,coronavirus infection,вирус корона зараза
168,en,sr,,,coronavirus map,вирус корона мапа
170,en,sr,,,coronavirus medicine,вирус корона лек
171,en,sr,,,coronavirus medicines,вирус корона лекови
172,en,sr,,,coronavirus news,вирус корона вести
173,en,sr,,,coronavirus outbreak,вирус корона избијање
174,en,sr,,,coronavirus pandemic,вирус корона пандемија
176,en,sr,,,coronavirus pneumonia,вирус корона упала плућа
177,en,sr,,,coronavirus precautions,вирус корона превентивне мере
178,en,sr,,,coronavirus prevention,вирус корона спречавање
179,en,sr,,,coronavirus protection,вирус корона заштита
