ar_en.csv	Draft
bn_en.csv	Draft
cs_en.csv	Draft
da_en.csv	Draft
de_en.csv	Draft
en_af.csv	Draft
en_am.csv	Draft
en_ar.csv	Draft
en_az.csv	Draft
en_be.csv	Draft
en_bg.csv	Draft
en_bn.csv	Draft
en_bs.csv	Draft
en_ca.csv	Draft
en_ceb.csv	Draft
en_co.csv	Draft
en_cs.csv	Draft
en_cy.csv	Draft
en_da.csv	Draft
en_de.csv	Draft
en_el.csv	Draft
en_eo.csv	Draft
en_es-419.csv	Draft
en_et.csv	Draft
en_eu.csv	Draft
en_fa.csv	Draft
en_fi.csv	Draft
en_fil.csv	Draft
en_fr-FR.csv	Draft
en_fy.csv	Draft
en_ga.csv	Draft
en_gd.csv	Draft
en_gl.csv	Draft
en_gu.csv	Draft
en_ha.csv	Draft
en_he.csv	Draft
en_hi.csv	Draft
en_hmn.csv	Draft
en_hr.csv	Draft
en_ht.csv	Draft
en_hu.csv	Draft
en_hy.csv	Draft
en_id.csv	Draft
en_ig.csv	Draft
en_is.csv	Draft
en_it.csv	Draft
en_ja.csv	Draft
en_jv.csv	Draft
en_ka.csv	Draft
en_kk.csv	Draft
en_km.csv	Draft
en_kn.csv	Draft
en_ko.csv	Draft
en_ku.csv	Draft
en_ky.csv	Draft
en_la.csv	Draft
en_lb.csv	Draft
en_lo.csv	Draft
en_lt.csv	Draft
en_lv.csv	Draft
en_mg.csv	Draft
en_mk.csv	Draft
en_ml.csv	Draft
en_mn.csv	Draft
en_mr.csv	Draft
en_ms.csv	Draft
en_my.csv	Draft
en_nb.csv	Draft
en_ne.csv	Draft
en_nl.csv	Draft
en_ny.csv	Draft
en_pa.csv	Draft
en_pl.csv	Draft
en_ps.csv	Draft
en_pt-BR.csv	Draft
en_ro.csv	Draft
en_ru.csv	Draft
en_sd.csv	Draft
en_si.csv	Draft
en_sk.csv	Draft
en_sl.csv	Draft
en_sm.csv	Draft
en_sn.csv	Draft
en_so.csv	Draft
en_sq.csv	Draft
en_sr.csv	Draft
en_st.csv	Draft
en_su.csv	Draft
en_sv.csv	Draft
en_sw.csv	Draft
en_ta.csv	Draft
en_te.csv	Draft
en_tg.csv	Draft
en_th.csv	Draft
en_tr.csv	Draft
en_uk.csv	Draft
en_ur.csv	Draft
en_uz.csv	Draft
en_vi.csv	Draft
en_xh.csv	Draft
en_yi.csv	Draft
en_yo.csv	Draft
en_zh-CN.csv	Draft
en_zh-TW.csv	Draft
en_zu.csv	Draft
es-419_en.csv	Draft
es-ES_en.csv	Draft
fa_en.csv	Draft
fr_en.csv	Draft
hi_en.csv	Draft
id_en.csv	Draft
it_en.csv	Draft
iw_en.csv	Draft
ja_en.csv	Draft
ko_en.csv	Draft
ms_en.csv	Draft
nl_en.csv	Draft
no_en.csv	Draft
pt-BR_en.csv	Draft
pt-PT_en.csv	Draft
ru_en.csv	Draft
sv_en.csv	Draft
th_en.csv	Draft
tr_en.csv	Draft
vi_en.csv	Draft
zh-CN_en.csv	Draft
zh-TW_en.csv	Draft
