stringID,sourceLang,targetLang,pos,description,sourceString,targetString
1,en,eu,adjective,"In the context of coronavirus (COVID-19): transmissible by direct or indirect contact with an infected person (describes the disease or the virus, not a person).",contagious,kutsakor
2,en,eu,noun,In the context of coronavirus (COVID-19): known cases of people who currently have the disease.,active cases,kasu aktibo
3,en,eu,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have been confirmed via medical testing.,confirmed cases,baieztatutako kasu
4,en,eu,proper noun,"Short for ""Centers for Disease Control and Prevention"": a US federal agency under the Department of Health and Human Services, whose main goal is to protect public health and safety through the control and prevention of disease.",CDC,CDC (AEBko gaixotasunen kontrol- eta prebentzio-zentro)
5,en,eu,noun,"A formal name for the disease caused by the SARS-CoV-2 virus, responsible for the 2019/2020 global pandemic.",COVID-19,COVID-19
6,en,eu,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,COVID-19 testing center,COVID-19aren proben zentro
7,en,eu,noun,"An informal name for the SARS-CoV-2 virus (also known as ""novel coronavirus""), responsible for the 2019/2020 global pandemic of COVID-19 (the disease caused by the virus). Sometimes refers to the entire category of coronaviruses, of which SARS-CoV-2 is just one example.",coronavirus,koronabirus
8,en,eu,noun,"In the context of coronavirus (COVID-19): a mask covering the nose, mouth and/or eyes of the wearer, intended to protect the wearer from spreading or contracting pathogens.",face mask,maskara
9,en,eu,noun,"In the context of coronavirus (COVID-19): can be a person, such as a doctor, but also an organization, such as a hospital or insurance company.",healthcare provider,osasun-zentro
10,en,eu,noun,"In the context of coronavirus (COVID-19): a person who works in healthcare, such as a doctor or therapist.",healthcare professional,osasun-zerbitzuko langile
11,en,eu,noun,"In the context of coronavirus (COVID-19): the practice of cleaning one's hands, e.g. with water and soap, in order to get rid of the virus and other pathogens.",hand-washing,eskuak garbitze
12,en,eu,noun,In the context of coronavirus (COVID-19): the period of time between infection and the appearance of symptoms of the disease.,incubation period,inkubazio-aldi
13,en,eu,noun,In the context of coronavirus (COVID-19): the practice of separating sick people from healthy people to prevent the spread of disease.,isolation,isolamendu
14,en,eu,noun,In the context of the coronavirus (COVID-19): the practice of restricting the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,berrogeialdi
15,en,eu,verb,In the context of the coronavirus (COVID-19): to restrict the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,berrogeialdian jarri
16,en,eu,proper noun,"Short for ""National Institutes of Health Agency"": the primary US government agency responsible for biomedical and public health research; part of the United States Department of Health and Human Services.",NIH,NIH (AEBko osasun-institutu nazional)
17,en,eu,noun,"In the context of coronavirus (COVID-19): being within a close distance (1-2m) of another person, not necessarily having actual physical contact. Close contact is one possible way for the virus to spread from person to person.",close contact,hurbileko hartu-eman
18,en,eu,noun,In the context of coronavirus (COVID-19): the process of the virus spreading from person to person.,transmission,transmisio
19,en,eu,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have resulted in the end of the infected person's life.,deaths,hildako
20,en,eu,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,testing center,proben zentro
21,en,eu,verb,"In the context of the coronavirus (COVID-19): to infect new people, in a particular area or globally.",spread,hedatu
22,en,eu,verb,A header for a set of five recommendations surfaced to users looking for coronavirus tips. See: https://www.google.com/search?q=coronavirus+tips&fbx=dothefive,Do the Five,Osatu bostekoa
23,en,eu,proper noun,"A specialized agency of the United Nations that is concerned with world public health. Abbreviated as ""WHO"". See: https://en.wikipedia.org/wiki/World_Health_Organization",World Health Organization,Osasunaren Mundu Erakundea
24,en,eu,proper noun,"Short for ""World Health Organization"": a specialized agency of the United Nations that is concerned with world public health. See: https://en.wikipedia.org/wiki/World_Health_Organization",WHO,OME
25,en,eu,,,14 days in isolation,14 egunez isolatzea
26,en,eu,,,14 days quarantine,14 eguneko koarentena
27,en,eu,,,2019 coronavirus,2019 koronabirusa
28,en,eu,,,2019 novel coronavirus,2019ko koronabirus berria
29,en,eu,,,2019-nCoV,2019-nCoV
30,en,eu,,,2020 coronavirus,2020 koronabirusa
31,en,eu,,,2020 novel coronavirus,2020ko koronabirus berria
33,en,eu,,,about coronavirus,koronabirusaren inguruan
39,en,eu,,,acute respiratory distress syndrome,arnasteko zailtasuneko sundrome akutua
40,en,eu,,,advanced hand sanitizer,esku higienizatzaile aurreratua
41,en,eu,,,Affected by coronavirus,Koronabirusak kaltetuta
42,en,eu,,,after exposure,esposizioaren ondoren
43,en,eu,,,After the epidemic,Epidemiaren ondoren
44,en,eu,,,After the outbreak,Agerraldiaren ondoren
47,en,eu,,,airborne virus,airearen bitartez kutsatzen duen birusa
48,en,eu,,,alcohol based hand sanitizer,alkoholean oinarritutako eskuen higienizatzailea
49,en,eu,,,alcohol hand sanitizer,alkoholean oinarritutako higienizatzailea
51,en,eu,,,alcohol-based hand sanitizer,alkoholean oinarritutako esku higienitzailea
59,en,eu,,,Anti-Corona virus spray,Koronabirusaren aurkako espraia
60,en,eu,,,antibacterial hand sanitizer,bakterioen aurkako esku higienizatzailea
61,en,eu,,,ARDS,SRAS
64,en,eu,,,avoid exposure,saihestu esposizioa
65,en,eu,,,be infected,kutsatu
75,en,eu,,,Beware of coronavirus,Kontuz koronabirusarekin
76,en,eu,,,bilateral interstitial pneumonia,aldebiko pneumonia interstiziala
77,en,eu,,,CDC,CDC
78,en,eu,,,Center for Disease Control,Gaitzen kontrolerako zentroa
83,en,eu,,,community spread,komunitatean barreiatzea
84,en,eu,,,compulsory quarantine,nahitaezko koarentena
